Season,team,team_full_name,conference,avg_age,avg_exp,avg_weight,avg_height,highest_salary,median_salary,total_salary,top_players,not_top_players,nb_championships,nb_champ_past_4y,nb_po_apperence,winner,ranking,Odds,avg_rank_last_x_years
2021,HOU,Houston Rockets,WEST,25.83333333333333,4.266666666666667,217.8333333333333,77.76666666666667,41254920,1620564.0,128087962,1,24,2,0,33,0,15.0,5000,5.214285714285714
2020,HOU,Houston Rockets,WEST,28.761904761904763,7.047619047619048,218.7619047619048,78.23809523809524,38506482,1416852.0,131293343,2,21,2,0,33,0,4.0,700,5.3076923076923075
2019,HOU,Houston Rockets,WEST,27.26086956521739,5.695652173913044,218.0434782608696,78.34782608695652,35654150,838464.0,124810135,2,19,2,0,32,0,3.0,1000,5.5
2018,HOU,Houston Rockets,WEST,27.875,5.791666666666667,212.7083333333333,78.0,28299399,1230186.0,118271480,2,23,2,0,31,0,1.0,2150,5.909090909090909
2017,HOU,Houston Rockets,WEST,25.944444444444443,4.611111111111111,213.22222222222223,78.44444444444444,26540100,1398120.0,90498298,2,16,2,0,30,0,3.0,16000,6.2
2016,HOU,Houston Rockets,WEST,26.88888888888889,5.833333333333333,218.88888888888889,78.61111111111111,22359364,1967302.5,90188412,1,17,2,0,29,0,8.0,1500,6.0
2015,HOU,Houston Rockets,WEST,26.6,4.05,215.55,78.5,21436271,1551300.0,87299371,1,21,2,0,28,0,2.0,2200,6.5
2014,HOU,Houston Rockets,WEST,25.166666666666668,3.2222222222222223,218.3333333333333,78.77777777777777,20513178,1186459.0,63983641,2,15,2,0,27,0,5.0,1200,6.714285714285714
2013,HOU,Houston Rockets,WEST,24.15,2.1,220.4,78.85,8374646,1453520.0,57323787,0,23,2,0,26,0,7.0,6600,6.666666666666667
2012,HOU,Houston Rockets,WEST,25.73684210526316,3.684210526315789,217.1052631578948,78.26315789473684,11519840,2297066.5,57021755,1,15,2,0,25,0,9.0,6600,6.2
2011,HOU,Houston Rockets,WEST,25.8,3.45,222.35,79.05,17686100,2669520.0,72315654,1,14,2,0,25,0,9.0,4000,5.5
2010,HOU,Houston Rockets,WEST,25.904761904761905,3.0476190476190474,222.1428571428572,79.04761904761905,16378325,2300000.0,68914971,1,18,2,0,25,0,9.0,4000,4.333333333333333
2009,HOU,Houston Rockets,WEST,28.11764705882353,5.411764705882353,222.52941176470588,79.0,20370437,1962378.0,73302272,2,15,2,0,25,0,5.0,1200,4.0
2008,HOU,Houston Rockets,WEST,27.285714285714285,4.523809523809524,218.47619047619048,78.95238095238095,19014187,2050000.0,69894114,1,17,2,0,24,0,4.0,1000,4.0
2025,IND,Indiana Pacers,EAST,25.05263157894737,3.736842105263158,213.0625,79.10526315789474,42176400,5398950.5,166475639,2,14,3,0,37,0,,5000,7.111111111111111
2024,IND,Indiana Pacers,EAST,25.5,3.863636363636364,214.77272727272728,78.68181818181819,37893408,2696280.0,145587839,1,24,3,0,37,0,6.0,25000,7.176470588235294
2023,IND,Indiana Pacers,EAST,25.4,3.55,212.1,78.5,35069500,2573760.0,122145349,1,24,3,0,36,0,11.0,50000,6.9375
2022,IND,Indiana Pacers,EAST,25.821428571428573,3.2142857142857144,212.5,77.82142857142857,22477273,2245400.0,135200909,0,25,3,0,36,0,13.0,10000,6.533333333333333
2021,IND,Indiana Pacers,EAST,25.25,3.55,210.6,77.95,20700000,2651580.0,127861935,0,20,3,0,36,0,9.0,10000,6.357142857142857
2020,IND,Indiana Pacers,EAST,24.823529411764707,3.235294117647059,212.58823529411765,78.0,21000000,3158380.0,114208526,0,18,3,0,36,0,4.0,5000,6.538461538461538
2019,IND,Indiana Pacers,EAST,25.47058823529412,4.294117647058823,219.23529411764707,78.05882352941177,21000000,2407560.0,110804431,0,23,3,0,35,0,5.0,12500,6.666666666666667
2018,IND,Indiana Pacers,EAST,25.68421052631579,4.0,223.68421052631567,78.57894736842105,21000000,1524305.0,93669385,1,22,3,0,34,0,5.0,125000,6.818181818181818
2017,IND,Indiana Pacers,EAST,26.75,5.9375,226.375,78.375,18314532,2463840.0,94008504,0,21,3,0,33,0,7.0,8000,6.8
2016,IND,Indiana Pacers,EAST,25.875,4.5625,222.625,78.6875,17120106,3700000.0,71286088,1,16,3,0,32,0,7.0,9000,6.777777777777778
2015,IND,Indiana Pacers,EAST,27.75,4.8125,226.5,79.375,15925680,3135000.0,75174324,1,14,3,0,31,0,8.0,8000,6.625
2014,IND,Indiana Pacers,EAST,27.11764705882353,4.529411764705882,231.0,79.58823529411765,14283844,3141001.5,55015196,2,10,3,0,31,0,1.0,1400,7.428571428571429
2013,IND,Indiana Pacers,EAST,25.75,3.375,227.0,79.375,13686750,2814689.5,66687960,1,15,3,0,30,0,3.0,3300,8.166666666666666
2012,IND,Indiana Pacers,EAST,26.53333333333333,4.4,225.9333333333333,79.46666666666667,12015904,2404620.0,51554083,1,13,3,0,29,0,3.0,6600,9.2
2011,IND,Indiana Pacers,EAST,26.0,4.133333333333334,220.6,79.2,10973202,2153704.5,65088630,0,16,3,0,28,0,8.0,15000,9.5
2010,IND,Indiana Pacers,EAST,26.4,4.2,217.9333333333333,78.8,11047619,2217080.0,66733257,0,16,3,0,15,0,10.0,10000,9.333333333333334
2009,IND,Indiana Pacers,EAST,26.571428571428573,4.071428571428571,220.07142857142856,79.64285714285714,10126984,2301332.5,69668818,0,16,3,0,15,0,9.0,10000,9.5
2008,IND,Indiana Pacers,EAST,26.125,3.875,221.8125,79.5,19728000,1734316.0,66260246,1,14,3,0,15,0,9.0,4000,10.0
2025,LAC,Los Angeles Clippers,WEST,27.15,5.95,216.4705882352941,78.1,49205800,4668000.0,170238451,1,14,0,0,15,0,,3000,6.944444444444445
2024,LAC,Los Angeles Clippers,WEST,28.38095238095238,6.714285714285714,214.8095238095238,78.52380952380952,45640084,3039993.5,200060815,2,18,0,0,15,0,4.0,2200,7.117647058823529
2023,LAC,Los Angeles Clippers,WEST,28.23809523809524,6.857142857142857,211.42857142857144,78.28571428571429,42492492,2798291.0,191189228,2,18,0,0,14,0,5.0,700,7.25
2022,LAC,Los Angeles Clippers,WEST,26.782608695652176,5.391304347826087,215.17391304347825,78.6086956521739,39344970,1789256.0,166832670,2,19,0,0,13,0,8.0,1600,7.2
2021,LAC,Los Angeles Clippers,WEST,27.6,6.5,218.25,78.3,35450412,2349134.0,137405304,2,16,0,0,13,0,4.0,650,7.428571428571429
2020,LAC,Los Angeles Clippers,WEST,26.65,5.1,214.85,78.15,33005556,2331593.0,134125011,2,17,0,0,12,0,2.0,425,7.846153846153846
2019,LAC,Los Angeles Clippers,WEST,27.09090909090909,4.727272727272728,216.9090909090909,78.95454545454545,21587579,3375360.0,118370702,0,25,0,0,11,0,8.0,40000,7.833333333333333
2018,LAC,Los Angeles Clippers,WEST,26.476190476190474,3.7142857142857135,218.7619047619048,78.57142857142857,22642350,1632991.0,119178226,0,22,0,0,10,0,10.0,19000,7.636363636363637
2017,LAC,Los Angeles Clippers,WEST,29.53333333333333,8.266666666666667,224.66666666666663,78.66666666666667,22868827,1877329.5,116237541,0,18,0,0,10,0,4.0,3500,8.0
2016,LAC,Los Angeles Clippers,WEST,28.83333333333333,6.388888888888889,222.77777777777777,78.72222222222223,21468696,1215322.0,95585714,2,16,0,0,9,0,4.0,1200,8.444444444444445
2015,LAC,Los Angeles Clippers,WEST,27.95,6.3,214.5,77.9,20068563,1448490.0,80901123,2,17,0,0,8,0,3.0,900,9.125
2014,LAC,Los Angeles Clippers,WEST,28.45,7.1,219.5,78.65,18668431,3250000.0,73103861,2,11,0,0,7,0,3.0,1400,10.0
2013,LAC,Los Angeles Clippers,WEST,29.0,7.733333333333333,220.6,78.46666666666667,17779458,2987500.0,74354449,1,15,0,0,6,0,5.0,2200,10.833333333333334
2012,LAC,Los Angeles Clippers,WEST,27.22222222222222,5.5,221.8333333333333,77.88888888888889,16359805,2000032.0,67333389,1,16,0,0,5,0,5.0,2000,12.0
2011,LAC,Los Angeles Clippers,WEST,26.23529411764705,4.294117647058823,230.05882352941177,78.6470588235294,11800000,2481660.0,53225329,1,15,0,0,53,0,13.0,10000,11.75
2010,LAC,Los Angeles Clippers,WEST,27.0,5.368421052631579,217.42105263157896,78.63157894736842,12150000,2659940.0,61616409,0,18,0,0,53,0,12.0,15000,11.666666666666666
2009,LAC,Los Angeles Clippers,WEST,26.789473684210527,5.052631578947368,222.05263157894737,79.36842105263158,14666667,1262275.0,62764206,1,18,0,0,53,0,14.0,8000,10.5
2008,LAC,Los Angeles Clippers,WEST,27.65,5.3,214.2,77.85,15344000,1652280.0,64847945,1,16,0,0,53,0,12.0,5000,9.0
2025,LAL,Los Angeles Lakers,WEST,25.7,4.4,216.94117647058823,79.4,48728845,8928571.5,187028846,2,12,12,0,53,0,,3000,7.555555555555555
2024,LAL,Los Angeles Lakers,WEST,25.61904761904762,4.523809523809524,214.52380952380952,79.04761904761905,47607350,2165000.0,168113984,2,19,12,0,53,0,8.0,1500,7.529411764705882
2023,LAL,Los Angeles Lakers,WEST,26.692307692307693,5.346153846153846,212.03846153846155,78.11538461538461,44474988,1857405.0,167412786,2,18,12,1,52,0,7.0,1800,7.5625
2022,LAL,Los Angeles Lakers,WEST,29.04,8.12,212.88,77.24,44211146,2401537.0,163495811,3,22,12,1,51,0,11.0,400,7.333333333333333
2021,LAL,Los Angeles Lakers,WEST,27.894736842105264,6.578947368421052,224.7894736842105,78.89473684210526,39219566,1797183.0,136923741,2,19,12,1,51,0,7.0,275,7.357142857142857
2020,LAL,Los Angeles Lakers,WEST,28.05,7.15,220.3,78.25,37436858,2564753.0,125433839,2,21,12,1,50,1,1.0,450,7.846153846153846
2019,LAL,Los Angeles Lakers,WEST,25.863636363636363,4.409090909090909,214.45454545454547,79.18181818181819,35654150,2393887.0,107275731,1,19,11,0,49,0,10.0,1800,7.666666666666667
2018,LAL,Los Angeles Lakers,WEST,25.45833333333333,3.6666666666666665,220.25,79.0,22642350,1353565.5,102260522,1,23,11,0,49,0,11.0,30000,7.363636363636363
2017,LAL,Los Angeles Lakers,WEST,26.61111111111111,4.944444444444445,219.72222222222223,78.77777777777777,18000000,3267120.0,95226183,0,19,11,0,49,0,14.0,39000,6.7
2016,LAL,Los Angeles Lakers,WEST,27.0,5.133333333333334,227.9333333333333,79.2,25000000,1327393.5,72415125,2,16,11,0,49,0,15.0,20000,5.777777777777778
2015,LAL,Los Angeles Lakers,WEST,25.88888888888889,4.277777777777778,220.22222222222223,78.5,23500000,1199404.5,70914495,1,17,11,0,49,0,14.0,10000,4.75
2014,LAL,Los Angeles Lakers,WEST,27.21052631578948,5.473684210526316,216.21052631578948,78.84210526315789,30453805,1550000.0,77245789,2,11,11,0,49,0,14.0,2500,3.4285714285714284
2013,LAL,Los Angeles Lakers,WEST,28.125,6.75,220.125,78.5625,27849149,3500000.0,100451593,1,14,11,1,49,0,8.0,275,2.6666666666666665
2012,LAL,Los Angeles Lakers,WEST,27.705882352941178,6.588235294117647,222.23529411764707,79.0,25244493,2453100.0,88264478,2,14,11,2,48,0,3.0,450,2.6
2011,LAL,Los Angeles Lakers,WEST,29.0625,7.875,226.125,79.5,24806250,3850000.0,91428140,1,13,11,2,47,0,2.0,250,2.75
2010,LAL,Los Angeles Lakers,WEST,27.53846153846154,6.615384615384615,224.3846153846154,79.53846153846153,23034375,5024000.0,92378064,1,13,11,2,46,1,1.0,225,3.3333333333333335
2009,LAL,Los Angeles Lakers,WEST,26.1875,5.125,223.0625,80.125,21262500,3100000.0,79245793,1,14,10,1,45,1,1.0,350,4.5
2008,LAL,Los Angeles Lakers,WEST,25.94736842105263,4.578947368421052,228.26315789473685,80.0,19490625,2500000.0,73626796,1,14,9,0,44,0,1.0,3000,8.0
2025,MEM,Memphis Grizzlies,WEST,25.05,3.15,213.26666666666668,78.9,36725670,4858705.5,177014145,1,15,0,0,13,0,,4000,8.5
2024,MEM,Memphis Grizzlies,WEST,24.96969696969697,3.060606060606061,214.939393939394,77.93939393939394,34005250,2400000.0,160019663,1,24,0,0,13,0,13.0,2200,8.235294117647058
2023,MEM,Memphis Grizzlies,WEST,24.05263157894737,3.0526315789473686,218.31578947368425,77.63157894736842,28946605,2444320.0,126788905,1,19,0,0,13,0,2.0,2000,8.625
2022,MEM,Memphis Grizzlies,WEST,23.60869565217392,2.0434782608695654,215.2608695652174,78.26086956521739,17073171,2692991.0,115523049,0,25,0,0,12,0,2.0,10000,9.066666666666666
2021,MEM,Memphis Grizzlies,WEST,24.11111111111111,2.7222222222222223,217.44444444444449,78.27777777777777,16587688,2676460.0,130193477,0,22,0,0,11,0,9.0,15000,9.071428571428571
2020,MEM,Memphis Grizzlies,WEST,24.80952380952381,3.0,218.8571428571429,78.66666666666667,16229213,2478840.0,128723064,0,25,0,0,10,0,9.0,100000,9.076923076923077
2019,MEM,Memphis Grizzlies,WEST,26.75,4.571428571428571,214.53571428571428,78.78571428571429,30521116,1378242.0,124877079,1,23,0,0,10,0,12.0,65000,8.833333333333334
2018,MEM,Memphis Grizzlies,WEST,25.33333333333333,3.0416666666666665,211.54166666666663,78.41666666666667,28530608,1312611.0,110735427,3,22,0,0,10,0,14.0,37000,8.363636363636363
2017,MEM,Memphis Grizzlies,WEST,27.058823529411764,5.294117647058823,219.23529411764707,78.58823529411765,26540100,1417154.5,111209189,1,21,0,0,10,0,7.0,8800,8.5
2016,MEM,Memphis Grizzlies,WEST,27.714285714285715,5.535714285714286,214.17857142857144,77.78571428571429,19700000,1201440.0,83200551,1,24,0,0,9,0,7.0,3300,8.666666666666666
2015,MEM,Memphis Grizzlies,WEST,27.473684210526315,5.631578947368421,219.4736842105264,78.42105263157895,16500000,1710560.0,75341226,2,16,0,0,8,0,5.0,5500,9.125
2014,MEM,Memphis Grizzlies,WEST,26.72222222222222,5.222222222222222,215.72222222222223,78.27777777777777,17800000,3135000.0,74324859,1,14,0,0,7,0,7.0,2800,9.428571428571429
2013,MEM,Memphis Grizzlies,WEST,25.4,4.25,225.0,79.3,16500000,2979038.5,62954838,2,12,0,0,6,0,4.0,3300,10.333333333333334
2012,MEM,Memphis Grizzlies,WEST,26.352941176470587,4.176470588235294,224.41176470588235,78.47058823529412,15200000,2000000.0,70940349,2,15,0,0,5,0,4.0,2500,11.6
2011,MEM,Memphis Grizzlies,WEST,25.21052631578948,3.3684210526315788,221.1578947368421,78.63157894736842,17666666,2020200.0,70241344,1,16,0,0,4,0,7.0,10000,12.75
2010,MEM,Memphis Grizzlies,WEST,24.88235294117647,2.9411764705882355,218.05882352941177,79.05882352941177,16000000,2000000.0,57287474,1,18,0,0,25,0,10.0,15000,13.666666666666666
2009,MEM,Memphis Grizzlies,WEST,24.73333333333333,3.333333333333333,220.46666666666667,79.26666666666667,8854475,2500000.0,55958148,0,19,0,0,25,0,12.0,25000,14.5
2008,MEM,Memphis Grizzlies,WEST,25.105263157894736,3.473684210526316,217.8421052631579,78.78947368421052,9075000,1285200.0,54118526,0,19,0,0,25,0,14.0,20000,15.0
2025,MIA,Miami Heat,EAST,26.7,5.05,218.75,78.0,48798677,4655040.0,184058374,1,12,3,0,25,0,,4000,5.666666666666667
2024,MIA,Miami Heat,EAST,27.38095238095238,5.666666666666667,211.3333333333333,78.0,45183960,2352000.0,174695832,1,20,3,0,25,0,8.0,1600,5.529411764705882
2023,MIA,Miami Heat,EAST,27.7,5.55,219.6,78.8,37653300,1815677.0,149093861,2,20,3,0,24,0,7.0,1600,5.4375
2022,MIA,Miami Heat,EAST,27.454545454545453,4.909090909090909,217.63636363636363,78.0,36016200,1669178.0,139811953,2,23,3,0,23,0,1.0,2500,5.733333333333333
2021,MIA,Miami Heat,EAST,28.047619047619047,6.333333333333333,219.8095238095238,78.95238095238095,34379100,2582160.0,132331277,1,18,3,0,22,0,6.0,1800,5.714285714285714
2020,MIA,Miami Heat,EAST,26.52380952380953,4.9523809523809526,220.0952380952381,78.47619047619048,32742000,3009416.5,133841791,1,19,3,0,21,0,5.0,6000,5.769230769230769
2019,MIA,Miami Heat,EAST,27.27777777777778,5.555555555555555,222.5,78.55555555555556,26837720,2955840.0,151716389,0,19,3,0,20,0,10.0,35000,5.416666666666667
2018,MIA,Miami Heat,EAST,26.36842105263158,4.526315789473684,218.6315789473684,78.05263157894737,25289390,2232259.5,129458084,0,20,3,0,20,0,6.0,24000,5.363636363636363
2017,MIA,Miami Heat,EAST,26.6,4.533333333333333,219.66666666666663,78.73333333333333,23741060,2745720.0,101818405,2,18,3,0,19,0,9.0,17500,5.0
2016,MIA,Miami Heat,EAST,28.5,7.25,220.4,78.8,22192730,1834826.0,85826352,2,14,3,1,19,0,3.0,4000,5.222222222222222
2015,MIA,Miami Heat,EAST,27.428571428571427,5.380952380952381,218.57142857142856,78.66666666666667,20644400,2732000.0,82351805,1,16,3,2,18,0,10.0,4500,4.625
2014,MIA,Miami Heat,EAST,29.83333333333333,7.777777777777778,222.3333333333333,79.33333333333333,19067500,3249525.0,82218984,3,11,3,2,18,0,2.0,200,5.0
2013,MIA,Miami Heat,EAST,29.72222222222222,7.777777777777778,228.5555555555556,79.66666666666667,17545000,3112500.0,81558311,3,13,3,2,17,1,1.0,225,5.666666666666667
2012,MIA,Miami Heat,EAST,28.3125,6.3125,231.75,79.9375,16022500,3000000.0,74117458,3,12,2,1,16,1,2.0,225,6.4
2011,MIA,Miami Heat,EAST,30.23529411764705,8.647058823529411,230.05882352941177,79.41176470588235,14500000,1290718.0,66205855,3,15,1,0,15,0,2.0,175,7.5
2010,MIA,Miami Heat,EAST,27.2,5.6,219.9333333333333,78.86666666666666,23016000,1362120.0,74208013,2,13,1,0,14,0,5.0,4000,8.333333333333334
2009,MIA,Miami Heat,EAST,26.166666666666668,4.111111111111111,215.5555555555556,78.88888888888889,21372000,1466600.0,70297059,2,14,1,1,13,0,5.0,3500,10.0
2008,MIA,Miami Heat,EAST,27.13636363636364,4.636363636363637,219.0909090909091,78.86363636363636,16440000,2250000.0,74767603,1,16,1,1,36,0,15.0,1200,5.0
2025,MIL,Milwaukee Bucks,EAST,27.157894736842103,5.368421052631579,219.11111111111111,79.0,48787676,2764507.0,191009786,2,12,2,0,36,0,,1100,7.111111111111111
2024,MIL,Milwaukee Bucks,EAST,28.285714285714285,6.714285714285714,217.23809523809524,78.38095238095238,45640084,2019706.0,182226590,2,18,2,1,36,0,3.0,600,7.352941176470588
2023,MIL,Milwaukee Bucks,EAST,29.476190476190474,7.476190476190476,220.3809523809524,78.85714285714286,42492492,2485200.0,178933725,2,17,2,1,35,0,1.0,650,7.75
2022,MIL,Milwaukee Bucks,EAST,27.2,5.133333333333334,219.4333333333333,78.46666666666667,39344970,1729217.0,158654158,2,23,2,1,34,0,3.0,900,8.066666666666666
2021,MIL,Milwaukee Bucks,EAST,27.0,4.681818181818182,220.45454545454547,78.22727272727273,33051724,2101345.5,132074345,2,18,2,1,33,1,3.0,550,8.428571428571429
2020,MIL,Milwaukee Bucks,EAST,28.41176470588235,7.117647058823529,225.23529411764707,79.05882352941177,30603448,2735276.5,135025925,1,21,1,0,32,0,1.0,550,9.0
2019,MIL,Milwaukee Bucks,EAST,26.416666666666668,4.875,218.75,78.58333333333333,24157304,2534280.0,125890474,0,21,1,0,31,0,1.0,10000,9.666666666666666
2018,MIL,Milwaukee Bucks,EAST,25.875,3.9166666666666665,219.54166666666663,78.58333333333333,22471910,1709538.0,115375243,0,25,1,0,30,0,7.0,8000,9.909090909090908
2017,MIL,Milwaukee Bucks,EAST,25.894736842105264,4.368421052631579,225.1578947368421,79.84210526315789,17100000,2468463.5,106512121,0,20,1,0,29,0,6.0,18000,10.3
2016,MIL,Milwaukee Bucks,EAST,24.58823529411765,3.235294117647059,224.52941176470588,79.3529411764706,16400000,2109294.0,70993573,2,15,1,0,28,0,12.0,6800,10.11111111111111
2015,MIL,Milwaukee Bucks,EAST,24.85,3.55,220.4,78.8,11000000,1873200.0,61443341,0,21,1,0,28,0,6.0,25000,10.625
2014,MIL,Milwaukee Bucks,EAST,25.526315789473685,3.3684210526315788,219.8947368421053,79.0,8000000,3053368.0,49675131,0,15,1,0,27,0,15.0,15000,10.0
2013,MIL,Milwaukee Bucks,EAST,26.666666666666668,5.055555555555555,220.8333333333333,79.11111111111111,11000000,3524880.0,62476395,0,15,1,0,27,0,8.0,10000,10.333333333333334
2012,MIL,Milwaukee Bucks,EAST,25.764705882352946,4.235294117647059,223.76470588235293,79.58823529411765,12000000,3500000.0,60192388,0,15,1,0,26,0,9.0,12500,10.6
2011,MIL,Milwaukee Bucks,EAST,27.23529411764705,5.470588235294118,220.23529411764707,78.58823529411765,18300000,2000000.0,69076690,1,16,1,0,26,0,9.0,4000,11.0
2010,MIL,Milwaukee Bucks,EAST,27.73684210526316,5.052631578947368,219.4736842105264,79.15789473684211,17040000,2834260.0,66775602,1,15,1,0,26,0,6.0,20000,12.666666666666666
2009,MIL,Milwaukee Bucks,EAST,27.823529411764707,5.352941176470588,217.64705882352945,78.47058823529412,15780000,2565000.0,71360656,1,16,1,0,12,0,11.0,15000,13.5
2008,MIL,Milwaukee Bucks,EAST,26.428571428571427,3.857142857142857,223.3571428571429,79.28571428571429,14520000,3000000.0,62571522,1,14,1,0,12,0,13.0,7500,14.0
2025,MIN,Minnesota Timberwolves,WEST,26.21052631578948,4.578947368421052,220.53333333333333,79.26315789473684,49205800,5287710.0,205560682,3,11,0,0,12,0,,850,11.38888888888889
2024,MIN,Minnesota Timberwolves,WEST,25.894736842105264,5.105263157894737,216.05263157894737,78.73684210526316,41000000,2320000.0,164428789,2,19,0,0,12,0,3.0,6600,11.882352941176471
2023,MIN,Minnesota Timberwolves,WEST,25.5,4.4,214.6,78.15,38172414,1930681.0,143519708,2,19,0,0,11,0,8.0,2800,12.125
2022,MIN,Minnesota Timberwolves,WEST,24.55555555555556,3.4444444444444446,215.0,77.88888888888889,31650600,2353320.0,136017549,2,17,0,0,10,0,7.0,25000,12.466666666666667
2021,MIN,Minnesota Timberwolves,WEST,23.4375,3.0625,208.1875,77.875,29467800,4383217.5,128890063,2,14,0,0,9,0,13.0,20000,12.428571428571429
2020,MIN,Minnesota Timberwolves,WEST,24.416666666666668,3.2916666666666665,215.16666666666663,78.08333333333333,27285000,2631197.0,132547645,2,16,0,0,9,0,14.0,50000,12.307692307692308
2019,MIN,Minnesota Timberwolves,WEST,26.80952380952381,4.619047619047619,219.3333333333333,78.0952380952381,25467250,2285073.5,121968101,1,21,0,0,9,0,11.0,25000,12.416666666666666
2018,MIN,Minnesota Timberwolves,WEST,26.875,5.1875,216.875,78.6875,19301070,3098739.5,105179926,0,18,0,0,9,0,8.0,5000,12.818181818181818
2017,MIN,Minnesota Timberwolves,WEST,25.625,3.8125,219.25,78.6875,13550000,3500000.0,81621379,0,19,0,0,5,0,13.0,10000,12.8
2016,MIN,Minnesota Timberwolves,WEST,26.875,5.0625,225.8125,79.75,12365000,2148360.0,72458417,0,17,0,0,5,0,13.0,30000,12.777777777777779
2015,MIN,Minnesota Timberwolves,WEST,25.72,3.68,224.92,79.32,12100000,2013900.0,64733364,0,18,0,0,5,0,15.0,25000,12.5
2014,MIN,Minnesota Timberwolves,WEST,25.823529411764707,3.647058823529412,219.52941176470588,78.6470588235294,14693906,4251060.0,67485845,1,13,0,0,5,0,10.0,10000,12.857142857142858
2013,MIN,Minnesota Timberwolves,WEST,26.68421052631579,3.631578947368421,218.0,78.47368421052632,13668750,2575000.0,69001896,0,21,0,0,5,0,12.0,8000,13.0
2012,MIN,Minnesota Timberwolves,WEST,24.73333333333333,3.733333333333333,224.6,78.8,6262347,4300000.0,56844339,0,15,0,0,5,0,12.0,20000,13.2
2011,MIN,Minnesota Timberwolves,WEST,23.647058823529413,2.588235294117647,218.1176470588236,78.52941176470588,11530592,3415140.0,53461123,1,15,0,0,5,0,15.0,20000,12.75
2010,MIN,Minnesota Timberwolves,WEST,24.9375,3.5,227.5,79.375,12000000,2969280.0,62253360,0,17,0,0,5,0,15.0,20000,12.0
2009,MIN,Minnesota Timberwolves,WEST,26.47058823529412,4.352941176470588,224.94117647058823,79.0,11000000,2989620.0,66445144,0,16,0,0,5,0,11.0,15000,12.5
2008,MIN,Minnesota Timberwolves,WEST,25.9375,4.3125,226.1875,79.0,11666666,2562426.0,69043895,0,19,0,0,5,0,13.0,15000,12.0
2012,NJN,New Jersey Nets,EAST,25.90909090909091,3.954545454545455,220.3636363636364,78.5909090909091,16359805,1871540.0,65281235,1,19,0,0,5,0,12.0,4000,11.0
2011,NJN,New Jersey Nets,EAST,25.77272727272728,4.363636363636363,217.8181818181818,78.9090909090909,14940152,3250000.0,58495989,1,14,0,0,5,0,12.0,10000,10.75
2010,NJN,New Jersey Nets,EAST,26.47058823529412,4.882352941176471,217.7058823529412,79.05882352941177,10560000,2416067.0,59366715,0,17,0,0,5,0,15.0,12500,9.333333333333334
2009,NJN,New Jersey Nets,EAST,25.4,4.133333333333334,222.13333333333333,79.6,14724125,2986080.0,62666523,1,14,0,0,5,0,12.0,10000,8.0
2008,NJN,New Jersey Nets,EAST,27.3,5.1,222.75,78.95,13320000,1889760.0,61836211,1,18,0,0,5,0,10.0,2500,6.0
2013,NOH,New Orleans Hornets,WEST,24.63157894736842,2.6842105263157894,222.42105263157896,79.15789473684211,13700000,2323200.0,63901224,2,15,0,0,5,0,14.0,15000,8.8
2012,NOH,New Orleans Hornets,WEST,25.27272727272728,2.5454545454545454,226.27272727272728,79.31818181818181,14030000,2335820.0,65441008,1,17,0,0,5,0,15.0,15000,7.25
2011,NOH,New Orleans Hornets,WEST,26.57894736842105,4.157894736842105,227.31578947368425,79.57894736842105,14940153,2500000.0,68230729,1,16,0,0,5,0,8.0,6600,7.0
2010,NOH,New Orleans Hornets,WEST,27.75,5.1875,220.4375,78.75,13520500,3263020.0,70163827,0,14,0,0,4,0,11.0,5000,5.0
2009,NOH,New Orleans Hornets,WEST,29.066666666666663,6.466666666666667,221.66666666666663,79.33333333333333,12528000,3630000.0,67530808,0,15,0,0,4,0,7.0,1000,3.0
2008,NOH,New Orleans Hornets,WEST,27.6875,5.125,217.8125,78.75,11664000,2092200.0,62609991,0,16,0,0,3,0,3.0,5000,3.0
2025,NOP,New Orleans Pelicans,WEST,25.75,3.15,210.94117647058823,78.4,36725670,5159854.0,163702985,3,8,0,0,4,0,,5000,10.0
2024,NOP,New Orleans Pelicans,WEST,25.2,3.35,212.5,78.35,35802469,1836096.0,164937685,3,20,0,0,4,0,7.0,4000,10.3
2023,NOP,New Orleans Pelicans,WEST,25.58823529411765,4.294117647058823,211.64705882352945,78.41176470588235,33333333,3605400.0,147340203,2,18,0,0,3,0,9.0,4000,10.444444444444445
2022,NOP,New Orleans Pelicans,WEST,25.63636363636364,3.727272727272727,208.0,77.72727272727273,30864198,1700000.0,134623097,2,23,0,0,3,0,9.0,10000,10.625
2021,NOP,New Orleans Pelicans,WEST,25.476190476190474,3.7142857142857135,215.66666666666663,78.14285714285714,29592695,3113160.0,132616252,2,17,0,0,2,0,11.0,6500,10.571428571428571
2020,NOP,New Orleans Pelicans,WEST,24.823529411764707,3.294117647058824,217.7058823529412,77.70588235294117,26131111,4482302.0,117709161,1,17,0,0,2,0,13.0,12500,10.166666666666666
2019,NOP,New Orleans Pelicans,WEST,25.85,4.1,218.4,78.15,25976111,1757429.0,114806900,2,19,0,0,2,0,13.0,10000,9.6
2018,NOP,New Orleans Pelicans,WEST,28.043478260869566,5.391304347826087,214.2608695652174,77.73913043478261,25686667,1312611.0,118896488,1,22,0,0,2,0,6.0,22000,10.5
2017,NOP,New Orleans Pelicans,WEST,25.807692307692307,4.038461538461538,217.65384615384616,78.46153846153847,22116750,1227286.0,101707386,1,24,0,0,1,0,10.0,14500,10.666666666666666
