,player_name,Salary,Season,team
1140,Anthony Black,7245480,2024,ORL
1141,Cole Anthony,5539771,2024,ORL
1142,Franz Wagner,5508720,2024,ORL
1143,Chuma Okeke,5266713,2024,ORL
1144,Jett Howard,5026800,2024,ORL
1145,Goga Bitadze,2066585,2024,ORL
1146,Caleb Houstan,2000000,2024,ORL
1147,Admiral Schofield,0,2024,ORL
1148,Trevelin Queen,0,2024,ORL
1149,Kevon Harris,0,2024,ORL
1150,Joel Embiid,47607350,2024,PHI
1151,Tobias Harris,39270150,2024,PHI
1152,Buddy Hield,19845098,2024,PHI
1153,Nicolas Batum,11710818,2024,PHI
1154,Robert Covington,11692308,2024,PHI
1155,De'Anthony Melton,8000000,2024,PHI
1156,Paul Reed,7723000,2024,PHI
1157,Tyrese Maxey,4343920,2024,PHI
1158,Kyle Lowry,2795839,2024,PHI
1159,Jeff Dowtin,2196970,2024,PHI
1160,Mohamed Bamba,2019706,2024,PHI
1161,Montrezl Harrell,2019706,2024,PHI
1162,Cameron Payne,2019706,2024,PHI
1163,Kelly Oubre,2019706,2024,PHI
1164,KJ Martin,1930681,2024,PHI
1165,Ricky Council,864353,2024,PHI
1166,Danny Green,200000,2024,PHI
1167,Jeff Dowtin,127683,2024,PHI
1168,Darius Bazley,116075,2024,PHI
1169,Kai Jones,116075,2024,PHI
1170,D.J. Wilson,116075,2024,PHI
1171,Ricky Council,0,2024,PHI
1172,Kenneth Lofton,0,2024,PHI
1173,Javonte Smart,0,2024,PHI
1174,Terquavion Smith,0,2024,PHI
1175,Kevin Durant,47649433,2024,PHO
1176,Bradley Beal,46741590,2024,PHO
1177,Devin Booker,36016200,2024,PHO
1178,Jusuf Nurkić,16875000,2024,PHO
1179,Royce O'Neale,9500000,2024,PHO
1180,Grayson Allen,8925000,2024,PHO
1181,Nassir Little,6250000,2024,PHO
1182,Eric Gordon,3196448,2024,PHO
1183,Josh Okogie,2815937,2024,PHO
1184,Keon Johnson,2808720,2024,PHO
1185,David Roddy,2718240,2024,PHO
1186,Damion Lee,2528233,2024,PHO
1187,Drew Eubanks,2346614,2024,PHO
1188,Bol Bol,2019706,2024,PHO
1189,Thaddeus Young,638413,2024,PHO
1190,Isaiah Thomas,116075,2024,PHO
1191,Isaiah Thomas,116075,2024,PHO
1192,Isaiah Thomas,69645,2024,PHO
1193,Saben Lee,0,2024,PHO
1194,Udoka Azubuike,0,2024,PHO
1195,Théo Maledon,0,2024,PHO
1196,Ish Wainright,0,2024,PHO
1197,Deandre Ayton,32459438,2024,POR
1198,Jerami Grant,27586207,2024,POR
1199,Anfernee Simons,24107143,2024,POR
1200,Malcolm Brogdon,22500000,2024,POR
1201,Robert Williams,11571429,2024,POR
1202,Matisse Thybulle,10500000,2024,POR
1203,Scoot Henderson,9770880,2024,POR
1204,Shaedon Sharpe,6313800,2024,POR
1205,Kris Murray,2847480,2024,POR
1206,Andrew Nicholson,2844430,2024,POR
1207,Dalano Banton,2019706,2024,POR
1208,Moses Brown,2019706,2024,POR
1209,Duop Reath,1951220,2024,POR
1210,Ish Wainright,1927896,2024,POR
1211,Skylar Mays,1799163,2024,POR
1212,Jabari Walker,1719864,2024,POR
1213,Eric Bledsoe,1300000,2024,POR
1214,Rayan Rupert,1119563,2024,POR
1215,Toumani Camara,1119563,2024,POR
1216,Marcos Louzada Silva,268032,2024,POR
1217,Ashton Hagans,103550,2024,POR
1218,Taze Moore,64343,2024,POR
1219,Taze Moore,6434,2024,POR
1220,Duop Reath,0,2024,POR
1221,Jamaree Bouyea,0,2024,POR
1222,De'Aaron Fox,32600060,2024,SAC
1223,Domantas Sabonis,30600000,2024,SAC
1224,Harrison Barnes,17000000,2024,SAC
1225,Kevin Huerter,15669643,2024,SAC
1226,Malik Monk,9945830,2024,SAC
1227,Keegan Murray,8409000,2024,SAC
1228,Trey Lyles,8000000,2024,SAC
1229,Aleksandar Vezenkov,6341464,2024,SAC
1230,Davion Mitchell,5063640,2024,SAC
1231,Chris Duarte,4124400,2024,SAC
1232,Robin Lopez,2019706,2024,SAC
1233,JaVale McGee,2019706,2024,SAC
1234,Alex Len,2019706,2024,SAC
1235,Colby Jones,2019706,2024,SAC
1236,Kessler Edwards,1927896,2024,SAC
1237,Keon Ellis,683430,2024,SAC
1238,Filip Petrušev,559782,2024,SAC
1239,Juan Toscano-Anderson,323506,2024,SAC
1240,Nerlens Noel,300000,2024,SAC
1241,Neemias Queta,250000,2024,SAC
1242,Juan Toscano-Anderson,116075,2024,SAC
1243,Keon Ellis,0,2024,SAC
1244,Jalen Slawson,0,2024,SAC
1245,Jordan Ford,0,2024,SAC
1246,Mason Jones,0,2024,SAC
1247,Keldon Johnson,20000000,2024,SAS
1248,Marcus Morris,17116279,2024,SAS
1249,Victor Wembanyama,12160680,2024,SAS
1250,Devonte' Graham,12100000,2024,SAS
1251,Reggie Bullock,11014080,2024,SAS
1252,Tre Jones,9895833,2024,SAS
1253,Zach Collins,7700000,2024,SAS
1254,Khem Birch,6985000,2024,SAS
1255,Cedi Osman,6718842,2024,SAS
1256,Cameron Payne,6500000,2024,SAS
1257,Devin Vassell,5887899,2024,SAS
1258,Jeremy Sochan,5316960,2024,SAS
1259,Joshua Primo,4341600,2024,SAS
1260,Malaki Branham,3071880,2024,SAS
1261,Julian Champagnie,3000000,2024,SAS
1262,Charles Bassey,2600000,2024,SAS
1263,Blake Wesley,2504640,2024,SAS
1264,Sandro Mamukelashvili,2019706,2024,SAS
1265,Sidy Cissoko,1119563,2024,SAS
1266,Dominick Barlow,455620,2024,SAS
1267,Lamar Stevens,400000,2024,SAS
1268,Sir'Jabari Rice,0,2024,SAS
1269,Dominick Barlow,0,2024,SAS
1270,Seth Millner,0,2024,SAS
1271,Charles Bediako,0,2024,SAS
1272,RJ Barrett,23883929,2024,TOR
1273,Bruce Brown,22000000,2024,TOR
1274,Spencer Dinwiddie,20357143,2024,TOR
1275,Jakob Poeltl,19500000,2024,TOR
1276,Gary Trent,18560000,2024,TOR
1277,Kelly Olynyk,12195122,2024,TOR
1278,Chris Boucher,11750000,2024,TOR
1279,Scottie Barnes,8008680,2024,TOR
1280,Gradey Dick,4536720,2024,TOR
1281,Jalen McDaniels,4516000,2024,TOR
1282,Immanuel Quickley,4171548,2024,TOR
1283,Ochai Agbaji,4114200,2024,TOR
1284,Jordan Nwora,3000000,2024,TOR
1285,Garrett Temple,2019706,2024,TOR
1286,Christian Koloko,1719864,2024,TOR
1287,Javon Freeman-Liberty,289542,2024,TOR
1288,Kobi Simmons,116075,2024,TOR
1289,Jahmi'us Ramsey,116075,2024,TOR
1290,Justise Winslow,116075,2024,TOR
1291,Jahmi'us Ramsey,116075,2024,TOR
1292,Malik Williams,64343,2024,TOR
1293,Mouhamadou Gueye,64343,2024,TOR
1294,D.J. Carton,64343,2024,TOR
1295,Malik Williams,12869,2024,TOR
1296,D.J. Carton,0,2024,TOR
1297,John Collins,25340000,2024,UTA
1298,Jordan Clarkson,23487629,2024,UTA
1299,Collin Sexton,17325000,2024,UTA
1300,Lauri Markkanen,17259999,2024,UTA
1301,Talen Horton-Tucker,11020000,2024,UTA
1302,Otto Porter,6300000,2024,UTA
1303,Kira Lewis,5722116,2024,UTA
1304,Taylor Hendricks,5569920,2024,UTA
1305,Keyonte George,3889800,2024,UTA
1306,Walker Kessler,2831160,2024,UTA
1307,Omer Yurtseven,2800000,2024,UTA
1308,Kris Dunn,2586665,2024,UTA
1309,Brice Sensabaugh,2448600,2024,UTA
1310,Luka Šamanić,2066585,2024,UTA
1311,Kevin Knox,1845593,2024,UTA
1312,Kenneth Lofton,500000,2024,UTA
1313,Darius Bazley,500000,2024,UTA
1314,Taevion Kinsey,64343,2024,UTA
1315,Joey Hauser,0,2024,UTA
1316,Johnny Juzang,0,2024,UTA
1317,Josh Christopher,0,2024,UTA
1318,Micah Potter,0,2024,UTA
1319,Jason Preston,0,2024,UTA
1320,Jordan Poole,27455357,2024,WAS
1321,Kyle Kuzma,25568182,2024,WAS
1322,Tyus Jones,14000000,2024,WAS
1323,Marvin Bagley,12500000,2024,WAS
1324,Richaun Holmes,12046020,2024,WAS
1325,Landry Shamet,10250000,2024,WAS
1326,Delon Wright,8195122,2024,WAS
1327,Bilal Coulibaly,6614280,2024,WAS
1328,Deni Avdija,6263188,2024,WAS
1329,Johnny Davis,5050800,2024,WAS
1330,Corey Kispert,3722040,2024,WAS
1331,Tristan Vukcevic,2424892,2024,WAS
1332,Patrick Baldwin,2337720,2024,WAS
1333,Taj Gibson,2019706,2024,WAS
1334,Anthony Gill,1997238,2024,WAS
1335,Isaiah Livers,1836096,2024,WAS
1336,Xavier Cooks,1719864,2024,WAS
1337,Ryan Rollins,1719864,2024,WAS
1338,Jared Butler,1250000,2024,WAS
1339,Eugene Omoruyi,900000,2024,WAS
1340,Hamidou Diallo,116075,2024,WAS
1341,Justin Champagnie,116075,2024,WAS
1342,R.J. Hampton,116075,2024,WAS
1343,Trey Jemison,64343,2024,WAS
1344,Eugene Omoruyi,0,2024,WAS
