,Season,team,team_full_name,conference,avg_age,avg_exp,avg_weight,avg_height,Odds,highest_salary,median_salary,total_salary,top_players,not_top_players,nb_championships,nb_champ_past_4y,nb_po_apperence,winner,ranking
100,2024,CHI,Chicago Bulls,EAST,26.11111111111111,4.388888888888889,213.94444444444449,78.38888888888889,50000,40064220,3350760.0,167689263,1,22,6,0,36,0,9
101,2023,CHI,Chicago Bulls,EAST,26.666666666666668,5.277777777777778,213.0,78.05555555555556,50000,37096500,1836090.0,149421485,1,22,6,0,36,0,10
102,2022,CHI,Chicago Bulls,EAST,25.09090909090909,3.636363636363636,213.27272727272728,78.27272727272727,50000,26000000,1481552.0,135372441,0,24,6,0,36,0,6
103,2021,CHI,Chicago Bulls,EAST,25.5,4.045454545454546,220.77272727272728,79.13636363636364,50000,26000000,5572680.0,127968089,1,16,6,0,35,0,11
104,2020,CHI,Chicago Bulls,EAST,24.176470588235293,2.647058823529412,219.23529411764707,79.0,50000,27250576,3377569.0,115583743,1,18,6,0,35,0,11
105,2019,CHI,Chicago Bulls,EAST,23.727272727272727,2.409090909090909,214.63636363636363,78.18181818181819,50000,26011913,1991520.0,112898444,1,22,6,0,35,0,13
106,2018,CHI,Chicago Bulls,EAST,24.52380952380953,2.4761904761904763,221.47619047619048,78.57142857142857,50000,15550000,2186400.0,90133960,0,25,6,0,35,0,13
107,2017,CHI,Chicago Bulls,EAST,25.77777777777778,3.7777777777777777,220.38888888888889,78.44444444444444,50000,23200000,2092200.0,92571387,1,16,6,0,35,0,8
108,2016,CHI,Chicago Bulls,EAST,27.375,5.0625,222.0,79.25,50000,20093063,2380440.0,85385898,1,14,6,0,34,0,9
109,2015,CHI,Chicago Bulls,EAST,28.071428571428573,5.857142857142857,219.5,79.07142857142857,50000,18862875,2277960.0,81244225,1,16,6,0,34,0,3
110,2014,CHI,Chicago Bulls,EAST,27.7,5.6,216.65,78.65,1200,17632688,4059000.0,85095835,1,12,6,0,33,0,3
111,2014,CHI,Chicago Bulls,EAST,27.7,5.6,216.65,78.65,1000,17632688,4059000.0,85095835,1,12,6,0,33,0,3
112,2013,CHI,Chicago Bulls,EAST,27.933333333333334,6.533333333333333,216.6,78.8,1200,16402500,2056405.5,75627699,1,13,6,0,32,0,5
113,2013,CHI,Chicago Bulls,EAST,27.933333333333334,6.533333333333333,216.6,78.8,1000,16402500,2056405.5,75627699,1,13,6,0,32,0,5
114,2012,CHI,Chicago Bulls,EAST,28.0,5.5,216.3571428571429,78.57142857142857,5000,13500000,4055000.0,69548447,0,14,6,0,31,0,1
115,2012,CHI,Chicago Bulls,EAST,28.0,5.5,216.3571428571429,78.57142857142857,1400,13500000,4055000.0,69548447,0,14,6,0,31,0,1
116,2012,CHI,Chicago Bulls,EAST,28.0,5.5,216.3571428571429,78.57142857142857,550,13500000,4055000.0,69548447,0,14,6,0,31,0,1
117,2011,CHI,Chicago Bulls,EAST,27.466666666666665,5.066666666666666,221.7333333333333,79.0,5000,14400000,3100000.0,54538076,2,11,6,0,30,0,1
118,2011,CHI,Chicago Bulls,EAST,27.466666666666665,5.066666666666666,221.7333333333333,79.0,1400,14400000,3100000.0,54538076,2,11,6,0,30,0,1
119,2011,CHI,Chicago Bulls,EAST,27.466666666666665,5.066666666666666,221.7333333333333,79.0,550,14400000,3100000.0,54538076,2,11,6,0,30,0,1
120,2010,CHI,Chicago Bulls,EAST,26.83333333333333,4.5,218.72222222222223,78.83333333333333,5000,12250000,2455680.0,69700359,0,17,6,0,29,0,8
121,2010,CHI,Chicago Bulls,EAST,26.83333333333333,4.5,218.72222222222223,78.83333333333333,1400,12250000,2455680.0,69700359,0,17,6,0,29,0,8
122,2010,CHI,Chicago Bulls,EAST,26.83333333333333,4.5,218.72222222222223,78.83333333333333,550,12250000,2455680.0,69700359,0,17,6,0,29,0,8
123,2009,CHI,Chicago Bulls,EAST,26.42105263157895,4.789473684210527,216.1052631578948,79.15789473684211,1000,11375000,4963400.0,68126774,0,14,6,0,28,0,7
124,2009,CHI,Chicago Bulls,EAST,26.42105263157895,4.789473684210527,216.1052631578948,79.15789473684211,3000,11375000,4963400.0,68126774,0,14,6,0,28,0,7
125,2008,CHI,Chicago Bulls,EAST,25.21052631578948,3.5789473684210527,219.68421052631567,79.15789473684211,1000,12000084,2135400.0,63084166,0,17,6,0,24,0,11
126,2008,CHI,Chicago Bulls,EAST,25.21052631578948,3.5789473684210527,219.68421052631567,79.15789473684211,3000,12000084,2135400.0,63084166,0,17,6,0,24,0,11
127,2025,CLE,Cleveland Cavaliers,EAST,25.75,4.2,208.26315789473685,77.95,5000,36725670,8500000.0,161102772,2,11,1,0,24,0,
128,2024,CLE,Cleveland Cavaliers,EAST,26.0,4.555555555555555,217.27777777777777,79.0,5000,34005250,2229365.5,164211423,2,22,1,0,24,0,4
129,2023,CLE,Cleveland Cavaliers,EAST,26.944444444444443,5.388888888888889,220.5,78.44444444444444,5000,30913750,2000000.0,149251300,1,20,1,0,23,0,4
130,2022,CLE,Cleveland Cavaliers,EAST,25.923076923076923,4.0,216.65384615384616,78.57692307692308,5000,31258256,1782621.0,135568628,1,24,1,0,22,0,8
131,2021,CLE,Cleveland Cavaliers,EAST,25.28,3.84,223.68,78.76,5000,31258256,1620564.0,126527288,2,23,1,0,22,0,13
132,2020,CLE,Cleveland Cavaliers,EAST,24.476190476190474,3.1904761904761907,221.8095238095238,78.0952380952381,5000,28942830,2035800.0,131181714,2,21,1,0,22,0,15
133,2019,CLE,Cleveland Cavaliers,EAST,26.07407407407408,4.481481481481482,214.66666666666663,78.4074074074074,5000,24119025,2393887.0,124623504,0,21,1,1,22,0,14
134,2018,CLE,Cleveland Cavaliers,EAST,28.863636363636363,7.181818181818182,224.6818181818182,78.0909090909091,5000,33285709,2116955.0,137912382,1,18,1,1,22,0,4
135,2017,CLE,Cleveland Cavaliers,EAST,30.047619047619047,8.380952380952381,227.0,79.38095238095238,5000,30963450,2025829.5,127254579,1,17,1,1,21,0,2
136,2016,CLE,Cleveland Cavaliers,EAST,28.83333333333333,6.777777777777778,228.94444444444449,79.0,5000,22971000,4950000.0,105962520,1,14,1,1,20,1,1
137,2015,CLE,Cleveland Cavaliers,EAST,27.95,6.45,229.9,79.15,5000,20644400,2732000.0,82038768,1,14,0,0,19,0,2
138,2014,CLE,Cleveland Cavaliers,EAST,24.428571428571427,2.952380952380953,228.23809523809524,79.33333333333333,20000,9036364,3978120.0,47560404,0,12,0,0,18,0,10
139,2014,CLE,Cleveland Cavaliers,EAST,24.428571428571427,2.952380952380953,228.23809523809524,79.33333333333333,6600,9036364,3978120.0,47560404,0,12,0,0,18,0,10
140,2013,CLE,Cleveland Cavaliers,EAST,24.789473684210527,3.263157894736842,225.6315789473684,78.47368421052632,20000,14850000,2225000.0,68428583,1,20,0,0,18,0,13
141,2013,CLE,Cleveland Cavaliers,EAST,24.789473684210527,3.263157894736842,225.6315789473684,78.47368421052632,6600,14850000,2225000.0,68428583,1,20,0,0,18,0,13
142,2012,CLE,Cleveland Cavaliers,EAST,25.047619047619047,2.952380952380953,220.57142857142856,78.52380952380952,300,15076715,1795980.0,64875599,2,16,0,0,18,0,13
143,2012,CLE,Cleveland Cavaliers,EAST,25.047619047619047,2.952380952380953,220.57142857142856,78.52380952380952,10000,15076715,1795980.0,64875599,2,16,0,0,18,0,13
144,2012,CLE,Cleveland Cavaliers,EAST,25.047619047619047,2.952380952380953,220.57142857142856,78.52380952380952,20000,15076715,1795980.0,64875599,2,16,0,0,18,0,13
145,2011,CLE,Cleveland Cavaliers,EAST,26.05263157894737,3.736842105263158,222.8421052631579,79.0,300,13358905,1020960.0,53990021,2,15,0,0,18,0,15
146,2011,CLE,Cleveland Cavaliers,EAST,26.05263157894737,3.736842105263158,222.8421052631579,79.0,10000,13358905,1020960.0,53990021,2,15,0,0,18,0,15
147,2011,CLE,Cleveland Cavaliers,EAST,26.05263157894737,3.736842105263158,222.8421052631579,79.0,20000,13358905,1020960.0,53990021,2,15,0,0,18,0,15
148,2010,CLE,Cleveland Cavaliers,EAST,27.0,4.666666666666667,224.22222222222223,79.05555555555556,300,20000000,2644230.0,83398534,1,16,0,0,18,0,1
149,2010,CLE,Cleveland Cavaliers,EAST,27.0,4.666666666666667,224.22222222222223,79.05555555555556,10000,20000000,2644230.0,83398534,1,16,0,0,18,0,1
150,2010,CLE,Cleveland Cavaliers,EAST,27.0,4.666666666666667,224.22222222222223,79.05555555555556,20000,20000000,2644230.0,83398534,1,16,0,0,18,0,1
151,2009,CLE,Cleveland Cavaliers,EAST,26.75,5.1875,224.9375,79.8125,600,14500000,4175000.0,91298233,0,16,0,0,17,0,1
152,2009,CLE,Cleveland Cavaliers,EAST,26.75,5.1875,224.9375,79.8125,1000,14500000,4175000.0,91298233,0,16,0,0,17,0,1
153,2008,CLE,Cleveland Cavaliers,EAST,27.60869565217392,5.3478260869565215,222.0,79.47826086956522,600,15500000,4250000.0,82217583,0,15,0,0,16,0,4
154,2008,CLE,Cleveland Cavaliers,EAST,27.60869565217392,5.3478260869565215,222.0,79.47826086956522,1000,15500000,4250000.0,82217583,0,15,0,0,16,0,4
155,2025,DAL,Dallas Mavericks,WEST,26.571428571428573,5.0,216.26315789473685,79.14285714285714,1000,43031940,4655621.0,175208588,2,14,1,0,25,0,
156,2024,DAL,Dallas Mavericks,WEST,26.0,4.727272727272728,215.5,78.5909090909091,1000,40064220,2541022.0,163631110,2,20,1,0,25,0,5
157,2023,DAL,Dallas Mavericks,WEST,28.0,5.913043478260869,211.5217391304348,77.73913043478261,1000,38917057,1936204.0,173241988,2,20,1,0,24,0,11
158,2022,DAL,Dallas Mavericks,WEST,26.48148148148148,4.25925925925926,217.92592592592592,78.5925925925926,1000,21306816,2957520.0,123647313,0,25,1,0,24,0,4
159,2021,DAL,Dallas Mavericks,WEST,26.473684210526315,4.157894736842105,217.68421052631567,78.94736842105263,1000,29467800,3948718.0,125665404,1,17,1,0,23,0,5
160,2020,DAL,Dallas Mavericks,WEST,26.84210526315789,4.157894736842105,216.8947368421053,78.36842105263158,1000,27285000,3280920.0,122798302,1,20,1,0,22,0,7
161,2019,DAL,Dallas Mavericks,WEST,27.142857142857142,4.904761904761905,215.23809523809524,78.42857142857143,1000,17325000,1946605.5,88351669,0,22,1,0,21,0,14
162,2018,DAL,Dallas Mavericks,WEST,26.52173913043478,3.739130434782609,217.5217391304348,78.8695652173913,1000,23112004,1391996.5,86136236,2,22,1,0,21,0,13
163,2017,DAL,Dallas Mavericks,WEST,26.75,3.8333333333333335,213.04166666666663,78.04166666666667,1000,25000000,680937.0,103974075,2,23,1,0,21,0,11
164,2016,DAL,Dallas Mavericks,WEST,29.125,7.1875,225.125,79.3125,1000,16400000,1499187.0,74040317,2,19,1,0,21,0,6
165,2015,DAL,Dallas Mavericks,WEST,28.526315789473685,7.263157894736842,217.6315789473684,78.73684210526316,1000,14700000,1310286.0,83970065,0,21,1,0,20,0,7
166,2014,DAL,Dallas Mavericks,WEST,28.133333333333333,6.333333333333333,215.53333333333333,78.06666666666666,3300,22721381,2652000.0,68030257,1,14,1,1,19,0,8
167,2014,DAL,Dallas Mavericks,WEST,28.133333333333333,6.333333333333333,215.53333333333333,78.06666666666666,4000,22721381,2652000.0,68030257,1,14,1,1,19,0,8
168,2013,DAL,Dallas Mavericks,WEST,28.52173913043478,6.217391304347826,218.17391304347825,77.56521739130434,3300,20907128,1688530.0,67399169,1,19,1,1,18,0,10
169,2013,DAL,Dallas Mavericks,WEST,28.52173913043478,6.217391304347826,218.17391304347825,77.56521739130434,4000,20907128,1688530.0,67399169,1,19,1,1,18,0,10
170,2012,DAL,Dallas Mavericks,WEST,29.375,7.9375,221.25,79.3125,2500,19092873,3000000.0,74463409,1,12,1,1,18,0,8
171,2012,DAL,Dallas Mavericks,WEST,29.375,7.9375,221.25,79.3125,2000,19092873,3000000.0,74463409,1,12,1,1,18,0,8
172,2012,DAL,Dallas Mavericks,WEST,29.375,7.9375,221.25,79.3125,850,19092873,3000000.0,74463409,1,12,1,1,18,0,8
173,2011,DAL,Dallas Mavericks,WEST,28.444444444444443,7.277777777777778,220.88888888888889,79.38888888888889,2500,17278618,2983393.0,85409890,1,15,1,1,17,1,3
174,2011,DAL,Dallas Mavericks,WEST,28.444444444444443,7.277777777777778,220.88888888888889,79.38888888888889,2000,17278618,2983393.0,85409890,1,15,1,1,17,1,3
175,2011,DAL,Dallas Mavericks,WEST,28.444444444444443,7.277777777777778,220.88888888888889,79.38888888888889,850,17278618,2983393.0,85409890,1,15,1,1,17,1,3
176,2010,DAL,Dallas Mavericks,WEST,29.33333333333333,7.722222222222222,220.22222222222223,78.77777777777777,2500,19795714,5350000.0,88916075,1,13,0,0,16,0,2
177,2010,DAL,Dallas Mavericks,WEST,29.33333333333333,7.722222222222222,220.22222222222223,78.77777777777777,2000,19795714,5350000.0,88916075,1,13,0,0,16,0,2
178,2010,DAL,Dallas Mavericks,WEST,29.33333333333333,7.722222222222222,220.22222222222223,78.77777777777777,850,19795714,5350000.0,88916075,1,13,0,0,16,0,2
179,2009,DAL,Dallas Mavericks,WEST,27.625,6.3125,224.125,79.25,450,21372000,1800000.0,95045559,1,16,0,0,15,0,6
180,2009,DAL,Dallas Mavericks,WEST,27.625,6.3125,224.125,79.25,2000,21372000,1800000.0,95045559,1,16,0,0,15,0,6
181,2008,DAL,Dallas Mavericks,WEST,28.15,6.7,221.45,78.75,450,19728000,2099555.5,101694879,0,16,0,0,14,0,7
182,2008,DAL,Dallas Mavericks,WEST,28.15,6.7,221.45,78.75,2000,19728000,2099555.5,101694879,0,16,0,0,14,0,7
183,2025,DEN,Denver Nuggets,WEST,25.714285714285715,4.047619047619048,226.07142857142856,79.28571428571429,750,51415938,3089640.0,177183025,3,10,1,1,32,0,
184,2024,DEN,Denver Nuggets,WEST,26.294117647058822,4.882352941176471,221.23529411764707,79.11764705882354,750,47607350,2367300.0,177890198,1,17,1,1,32,0,2
185,2023,DEN,Denver Nuggets,WEST,26.666666666666668,5.611111111111111,221.61111111111111,78.55555555555556,750,33047803,2808600.0,159119037,1,16,1,1,31,1,1
186,2022,DEN,Denver Nuggets,WEST,26.363636363636363,4.2727272727272725,214.5,77.9090909090909,750,30510423,2498760.0,136777556,2,19,0,0,30,0,6
187,2021,DEN,Denver Nuggets,WEST,25.363636363636363,3.863636363636364,218.22727272727272,78.5,750,29542010,2379840.0,128479406,2,17,0,0,29,0,3
188,2020,DEN,Denver Nuggets,WEST,24.666666666666668,3.380952380952381,220.42857142857144,79.23809523809524,750,30500000,2282376.5,130043323,2,16,0,0,28,0,3
189,2019,DEN,Denver Nuggets,WEST,24.88888888888889,3.333333333333333,217.16666666666663,78.22222222222223,750,29230769,2029463.0,117304721,2,17,0,0,27,0,2
190,2018,DEN,Denver Nuggets,WEST,25.77777777777778,4.666666666666667,220.72222222222223,78.66666666666667,750,31269231,2952687.5,107015203,1,17,0,0,26,0,9
191,2017,DEN,Denver Nuggets,WEST,25.36842105263158,4.578947368421052,230.57894736842104,79.52631578947368,750,15050000,2200000.0,82573997,0,23,0,0,26,0,9
192,2016,DEN,Denver Nuggets,WEST,25.42105263157895,3.947368421052632,218.42105263157896,78.47368421052632,750,14000000,1775860.0,72606354,0,22,0,0,26,0,11
193,2015,DEN,Denver Nuggets,WEST,25.75,4.2,218.75,78.2,750,11595506,1762680.0,56278056,1,18,0,0,26,0,12
194,2014,DEN,Denver Nuggets,WEST,25.875,4.625,219.125,78.5625,5000,10786517,3231683.0,67324401,0,15,0,0,26,0,11
195,2014,DEN,Denver Nuggets,WEST,25.875,4.625,219.125,78.5625,3300,10786517,3231683.0,67324401,0,15,0,0,26,0,11
196,2013,DEN,Denver Nuggets,WEST,24.6,3.6666666666666665,220.9333333333333,79.86666666666666,5000,14968250,3070214.5,68566062,1,15,0,0,26,0,3
197,2013,DEN,Denver Nuggets,WEST,24.6,3.6666666666666665,220.9333333333333,79.86666666666666,3300,14968250,3070214.5,68566062,1,15,0,0,26,0,3
198,2012,DEN,Denver Nuggets,WEST,25.705882352941178,4.235294117647059,224.35294117647047,79.88235294117646,1500,13000000,3059000.0,58553173,1,14,0,0,25,0,6
199,2012,DEN,Denver Nuggets,WEST,25.705882352941178,4.235294117647059,224.35294117647047,79.88235294117646,2500,13000000,3059000.0,58553173,1,14,0,0,25,0,6
200,2012,DEN,Denver Nuggets,WEST,25.705882352941178,4.235294117647059,224.35294117647047,79.88235294117646,6600,13000000,3059000.0,58553173,1,14,0,0,25,0,6
201,2011,DEN,Denver Nuggets,WEST,27.21052631578948,5.578947368421052,228.94736842105263,79.26315789473684,1500,16545454,3435828.0,68019290,1,13,0,0,24,0,5
202,2011,DEN,Denver Nuggets,WEST,27.21052631578948,5.578947368421052,228.94736842105263,79.26315789473684,2500,16545454,3435828.0,68019290,1,13,0,0,24,0,5
203,2011,DEN,Denver Nuggets,WEST,27.21052631578948,5.578947368421052,228.94736842105263,79.26315789473684,6600,16545454,3435828.0,68019290,1,13,0,0,24,0,5
204,2010,DEN,Denver Nuggets,WEST,27.53846153846154,5.923076923076923,224.92307692307693,78.76923076923077,1500,15779912,2556208.5,74935538,2,12,0,0,23,0,5
205,2010,DEN,Denver Nuggets,WEST,27.53846153846154,5.923076923076923,224.92307692307693,78.76923076923077,2500,15779912,2556208.5,74935538,2,12,0,0,23,0,5
206,2010,DEN,Denver Nuggets,WEST,27.53846153846154,5.923076923076923,224.92307692307693,78.76923076923077,6600,15779912,2556208.5,74935538,2,12,0,0,23,0,5
207,2009,DEN,Denver Nuggets,WEST,27.88235294117647,6.176470588235294,218.1764705882353,78.52941176470588,1500,14431816,1939893.0,70121003,2,13,0,0,22,0,3
208,2009,DEN,Denver Nuggets,WEST,27.88235294117647,6.176470588235294,218.1764705882353,78.52941176470588,5000,14431816,1939893.0,70121003,2,13,0,0,22,0,3
209,2008,DEN,Denver Nuggets,WEST,26.94117647058824,5.176470588235294,214.35294117647047,77.82352941176471,1500,19012500,2567033.5,82958227,1,15,0,0,21,0,8
210,2008,DEN,Denver Nuggets,WEST,26.94117647058824,5.176470588235294,214.35294117647047,77.82352941176471,5000,19012500,2567033.5,82958227,1,15,0,0,21,0,8
211,2025,DET,Detroit Pistons,EAST,24.444444444444443,3.055555555555556,209.4,78.55555555555556,100000,25365854,7850120.0,129091348,0,14,3,0,34,0,
212,2024,DET,Detroit Pistons,EAST,25.806451612903224,4.387096774193548,215.6129032258065,78.58064516129032,100000,19928571,4000000.0,136207675,0,25,3,0,34,0,15
213,2023,DET,Detroit Pistons,EAST,24.27272727272728,3.136363636363636,217.54545454545453,78.68181818181819,100000,19550000,4124280.0,126605293,0,25,3,0,34,0,15
214,2022,DET,Detroit Pistons,EAST,24.11111111111111,2.4074074074074074,212.5185185185185,77.96296296296296,100000,29764126,2824320.0,128999275,1,24,3,0,34,0,14
215,2021,DET,Detroit Pistons,EAST,24.714285714285715,3.9047619047619047,215.3809523809524,77.95238095238095,100000,32670565,2993873.5,115007448,1,19,3,0,34,0,15
216,2020,DET,Detroit Pistons,EAST,25.454545454545453,3.954545454545455,210.8636363636364,77.54545454545455,100000,34234964,2241808.0,131024108,1,22,3,0,34,0,13
217,2019,DET,Detroit Pistons,EAST,26.35,4.75,217.25,77.75,100000,32088932,2799720.0,125244035,2,17,3,0,34,0,8
218,2018,DET,Detroit Pistons,EAST,26.27272727272728,4.045454545454546,217.8636363636364,78.04545454545455,100000,29727900,2759280.0,118897722,1,20,3,0,33,0,9
219,2017,DET,Detroit Pistons,EAST,25.4,3.6666666666666665,225.66666666666663,79.2,100000,22116750,3678319.0,108968495,1,18,3,0,33,0,10
220,2016,DET,Detroit Pistons,EAST,25.88235294117647,4.117647058823529,221.1176470588236,78.52941176470588,100000,16000000,2500000.0,76638790,1,20,3,0,33,0,8
221,2015,DET,Detroit Pistons,EAST,27.0,5.0,218.95,78.5,100000,14000000,2886240.0,66738182,1,15,3,0,32,0,12
222,2014,DET,Detroit Pistons,EAST,25.53333333333333,3.933333333333333,222.7333333333333,78.66666666666667,20000,13500000,2790343.0,59657073,1,12,3,0,32,0,11
223,2014,DET,Detroit Pistons,EAST,25.53333333333333,3.933333333333333,222.7333333333333,78.66666666666667,12500,13500000,2790343.0,59657073,1,12,3,0,32,0,11
224,2013,DET,Detroit Pistons,EAST,25.8125,3.875,225.25,79.4375,20000,11046591,3233840.0,63057497,0,14,3,0,32,0,11
225,2013,DET,Detroit Pistons,EAST,25.8125,3.875,225.25,79.4375,12500,11046591,3233840.0,63057497,0,14,3,0,32,0,11
226,2012,DET,Detroit Pistons,EAST,26.928571428571427,4.428571428571429,218.5,78.71428571428571,3300,12500000,3250000.0,70923605,0,15,3,0,32,0,10
227,2012,DET,Detroit Pistons,EAST,26.928571428571427,4.428571428571429,218.5,78.71428571428571,10000,12500000,3250000.0,70923605,0,15,3,0,32,0,10
228,2012,DET,Detroit Pistons,EAST,26.928571428571427,4.428571428571429,218.5,78.71428571428571,20000,12500000,3250000.0,70923605,0,15,3,0,32,0,10
229,2011,DET,Detroit Pistons,EAST,27.07692307692308,6.0,220.7692307692308,79.53846153846153,3300,12500000,2798040.0,65517821,0,15,3,0,32,0,11
230,2011,DET,Detroit Pistons,EAST,27.07692307692308,6.0,220.7692307692308,79.53846153846153,10000,12500000,2798040.0,65517821,0,15,3,0,32,0,11
231,2011,DET,Detroit Pistons,EAST,27.07692307692308,6.0,220.7692307692308,79.53846153846153,20000,12500000,2798040.0,65517821,0,15,3,0,32,0,11
232,2010,DET,Detroit Pistons,EAST,26.714285714285715,5.142857142857143,218.28571428571428,79.07142857142857,3300,11625000,1805040.0,60185833,0,15,3,0,32,0,12
233,2010,DET,Detroit Pistons,EAST,26.714285714285715,5.142857142857143,218.28571428571428,79.07142857142857,10000,11625000,1805040.0,60185833,0,15,3,0,32,0,12
234,2010,DET,Detroit Pistons,EAST,26.714285714285715,5.142857142857143,218.28571428571428,79.07142857142857,20000,11625000,1805040.0,60185833,0,15,3,0,32,0,12
235,2009,DET,Detroit Pistons,EAST,27.266666666666666,5.466666666666667,215.9333333333333,78.53333333333333,1200,20840625,2000000.0,71434174,1,12,3,0,32,0,8
236,2009,DET,Detroit Pistons,EAST,27.266666666666666,5.466666666666667,215.9333333333333,78.53333333333333,1000,20840625,2000000.0,71434174,1,12,3,0,32,0,8
237,2008,DET,Detroit Pistons,EAST,27.84210526315789,5.789473684210527,215.0,79.52631578947368,1200,12540000,2097000.0,65898875,0,16,3,0,31,0,2
238,2008,DET,Detroit Pistons,EAST,27.84210526315789,5.789473684210527,215.0,79.52631578947368,1000,12540000,2097000.0,65898875,0,16,3,0,31,0,2
239,2025,GSW,Golden State Warriors,WEST,26.714285714285715,4.761904761904762,213.0,78.23809523809524,3000,55761216,8390244.0,176598341,1,13,5,1,20,0,
240,2024,GSW,Golden State Warriors,WEST,27.166666666666668,5.833333333333333,207.5555555555556,77.55555555555556,3000,51915615,3352440.0,206814776,2,17,5,1,20,0,10
241,2023,GSW,Golden State Warriors,WEST,26.166666666666668,5.222222222222222,209.0555555555556,78.05555555555556,3000,48070014,2226000.0,189502439,2,19,5,1,20,0,6
242,2022,GSW,Golden State Warriors,WEST,27.352941176470587,5.352941176470588,204.64705882352945,77.29411764705883,3000,45780966,2389641.0,178338220,2,17,5,1,19,1,3
243,2021,GSW,Golden State Warriors,WEST,25.444444444444443,3.555555555555556,210.27777777777777,77.83333333333333,3000,43006362,1691680.0,169342796,2,16,4,1,18,0,8
244,2020,GSW,Golden State Warriors,WEST,24.545454545454547,2.772727272727273,213.04545454545453,77.81818181818181,3000,40231758,870318.5,131527930,3,15,4,2,18,0,15
245,2019,GSW,Golden State Warriors,WEST,27.294117647058822,5.823529411764706,222.64705882352945,79.17647058823529,3000,37457154,1605623.5,146186409,2,16,4,2,18,0,1
246,2018,GSW,Golden State Warriors,WEST,27.764705882352946,6.705882352941177,220.35294117647047,79.70588235294117,3000,34682550,1471382.0,135371746,1,17,4,3,17,1,2
247,2017,GSW,Golden State Warriors,WEST,27.705882352941178,6.705882352941177,222.58823529411765,79.58823529411765,3000,26540100,1171560.0,101725589,1,22,3,2,16,1,1
248,2016,GSW,Golden State Warriors,WEST,27.25,6.0,224.75,79.5,3000,15500000,3844199.0,93707197,0,16,2,1,15,0,1
249,2015,GSW,Golden State Warriors,WEST,26.6,5.0,223.46666666666667,79.6,3000,15012000,1145685.0,73623654,1,18,2,1,14,1,1
250,2014,GSW,Golden State Warriors,WEST,26.22222222222222,4.444444444444445,218.66666666666663,79.05555555555556,15000,14000000,2317920.0,66764126,2,11,1,0,13,0,6
251,2014,GSW,Golden State Warriors,WEST,26.22222222222222,4.444444444444445,218.66666666666663,79.05555555555556,2500,14000000,2317920.0,66764126,2,11,1,0,13,0,6
252,2013,GSW,Golden State Warriors,WEST,25.166666666666668,3.388888888888889,228.38888888888889,79.11111111111111,15000,13000000,4000000.0,69695346,0,13,1,0,12,0,6
253,2013,GSW,Golden State Warriors,WEST,25.166666666666668,3.388888888888889,228.38888888888889,79.11111111111111,2500,13000000,4000000.0,69695346,0,13,1,0,12,0,6
254,2012,GSW,Golden State Warriors,WEST,25.7,4.0,222.95,79.3,12500,11610000,2956658.0,61576901,0,17,1,0,33,0,13
255,2012,GSW,Golden State Warriors,WEST,25.7,4.0,222.95,79.3,15000,11610000,2956658.0,61576901,0,17,1,0,33,0,13
256,2012,GSW,Golden State Warriors,WEST,25.7,4.0,222.95,79.3,12500,11610000,2956658.0,61576901,0,17,1,0,33,0,13
257,2011,GSW,Golden State Warriors,WEST,25.764705882352946,3.7058823529411766,216.0,79.11764705882354,12500,11968253,3065040.0,68415336,0,15,1,0,33,0,12
258,2011,GSW,Golden State Warriors,WEST,25.764705882352946,3.7058823529411766,216.0,79.11764705882354,15000,11968253,3065040.0,68415336,0,15,1,0,33,0,12
259,2011,GSW,Golden State Warriors,WEST,25.764705882352946,3.7058823529411766,216.0,79.11764705882354,12500,11968253,3065040.0,68415336,0,15,1,0,33,0,12
260,2010,GSW,Golden State Warriors,WEST,26.25,4.1,214.8,78.8,12500,11000000,2671440.0,65352372,0,19,1,0,33,0,13
261,2010,GSW,Golden State Warriors,WEST,26.25,4.1,214.8,78.8,15000,11000000,2671440.0,65352372,0,19,1,0,33,0,13
262,2010,GSW,Golden State Warriors,WEST,26.25,4.1,214.8,78.8,12500,11000000,2671440.0,65352372,0,19,1,0,33,0,13
263,2009,GSW,Golden State Warriors,WEST,24.23529411764705,3.117647058823529,213.64705882352945,78.76470588235294,2000,11000000,2103300.0,67416431,0,18,1,0,33,0,10
264,2009,GSW,Golden State Warriors,WEST,24.23529411764705,3.117647058823529,213.64705882352945,78.76470588235294,10000,11000000,2103300.0,67416431,0,18,1,0,33,0,10
265,2008,GSW,Golden State Warriors,WEST,25.5,4.222222222222222,219.88888888888889,79.5,2000,16440000,1800000.0,62148303,1,18,1,0,33,0,9
266,2008,GSW,Golden State Warriors,WEST,25.5,4.222222222222222,219.88888888888889,79.5,10000,16440000,1800000.0,62148303,1,18,1,0,33,0,9
267,2025,HOU,Houston Rockets,WEST,25.5,3.888888888888889,220.66666666666663,78.66666666666667,10000,42846615,9249960.0,165026987,1,14,2,0,33,0,
268,2024,HOU,Houston Rockets,WEST,25.823529411764707,3.823529411764706,221.05882352941177,78.82352941176471,10000,40806300,3531720.0,153204959,1,21,2,0,33,0,11
269,2023,HOU,Houston Rockets,WEST,23.61111111111111,2.555555555555556,221.0,78.72222222222223,10000,40866760,3359160.0,136542494,1,24,2,0,33,0,14
270,2022,HOU,Houston Rockets,WEST,24.42105263157895,3.263157894736842,212.0,77.26315789473684,10000,44310840,2000000.0,129096006,1,24,2,0,33,0,15
