,Season,team,team_full_name,conference,avg_age,avg_exp,avg_weight,avg_height,Odds,highest_salary,median_salary,total_salary,top_players,not_top_players,nb_championships,nb_champ_past_4y,nb_po_apperence,winner,ranking
38,2015,BOS,Boston Celtics,EAST,26.13636363636364,4.545454545454546,218.45454545454547,78.22727272727273,300,10105855,2075760.0,61092622,0,21,17,0,52,0,7
39,2014,BOS,Boston Celtics,EAST,25.63157894736842,4.052631578947368,217.42105263157896,77.89473684210526,2000,12000000,5058198.0,63769609,0,11,17,0,51,0,12
40,2014,BOS,Boston Celtics,EAST,25.63157894736842,4.052631578947368,217.42105263157896,77.89473684210526,10000,12000000,5058198.0,63769609,0,11,17,0,51,0,12
41,2013,BOS,Boston Celtics,EAST,27.45,6.0,225.05,79.4,2000,16790345,1352181.0,73021989,1,18,17,0,51,0,7
42,2013,BOS,Boston Celtics,EAST,27.45,6.0,225.05,79.4,10000,16790345,1352181.0,73021989,1,18,17,0,51,0,7
43,2012,BOS,Boston Celtics,EAST,28.176470588235293,7.235294117647059,218.52941176470588,79.3529411764706,450,21247044,2246400.0,79820530,1,14,17,0,50,0,5
44,2012,BOS,Boston Celtics,EAST,28.176470588235293,7.235294117647059,218.52941176470588,79.3529411764706,1000,21247044,2246400.0,79820530,1,14,17,0,50,0,5
45,2012,BOS,Boston Celtics,EAST,28.176470588235293,7.235294117647059,218.52941176470588,79.3529411764706,1600,21247044,2246400.0,79820530,1,14,17,0,50,0,5
46,2011,BOS,Boston Celtics,EAST,27.761904761904763,6.761904761904762,226.57142857142856,79.33333333333333,450,18800000,4999552.0,82045867,1,13,17,1,49,0,3
47,2011,BOS,Boston Celtics,EAST,27.761904761904763,6.761904761904762,226.57142857142856,79.33333333333333,1000,18800000,4999552.0,82045867,1,13,17,1,49,0,3
48,2011,BOS,Boston Celtics,EAST,27.761904761904763,6.761904761904762,226.57142857142856,79.33333333333333,1600,18800000,4999552.0,82045867,1,13,17,1,49,0,3
49,2010,BOS,Boston Celtics,EAST,27.84210526315789,6.0,219.3684210526316,77.78947368421052,450,19795712,3206896.5,83552174,2,12,17,1,48,0,4
50,2010,BOS,Boston Celtics,EAST,27.84210526315789,6.0,219.3684210526316,77.78947368421052,1000,19795712,3206896.5,83552174,2,12,17,1,48,0,4
51,2010,BOS,Boston Celtics,EAST,27.84210526315789,6.0,219.3684210526316,77.78947368421052,1600,19795712,3206896.5,83552174,2,12,17,1,48,0,4
52,2009,BOS,Boston Celtics,EAST,26.625,5.5625,222.6875,78.5625,1000,24751934,2500000.0,79188973,3,10,17,1,47,0,2
53,2009,BOS,Boston Celtics,EAST,26.625,5.5625,222.6875,78.5625,350,24751934,2500000.0,79188973,3,10,17,1,47,0,2
54,2008,BOS,Boston Celtics,EAST,28.2,6.666666666666667,223.53333333333333,78.8,1000,23750000,1684070.5,74509455,3,11,17,1,46,1,1
55,2008,BOS,Boston Celtics,EAST,28.2,6.666666666666667,223.53333333333333,78.8,350,23750000,1684070.5,74509455,3,11,17,1,46,1,1
56,2025,BRK,Brooklyn Nets,EAST,24.94736842105263,3.947368421052632,214.11111111111111,79.05263157894737,100000,40338144,4041249.0,165717974,1,14,0,0,8,0,
57,2024,BRK,Brooklyn Nets,EAST,25.09523809523809,3.809523809523809,214.0952380952381,78.23809523809524,100000,37893408,2210040.0,152943858,1,22,0,0,8,0,11
58,2023,BRK,Brooklyn Nets,EAST,27.0,5.12,218.56,78.8,100000,35448672,2138160.0,157516641,1,22,0,0,8,0,6
59,2022,BRK,Brooklyn Nets,EAST,28.541666666666668,7.041666666666667,218.25,78.04166666666667,100000,40918900,2320000.0,172646771,2,23,0,0,7,0,7
60,2021,BRK,Brooklyn Nets,EAST,27.0,5.481481481481482,221.88888888888889,78.81481481481481,100000,41254920,1517981.0,166561612,3,20,0,0,6,0,2
61,2020,BRK,Brooklyn Nets,EAST,26.08333333333333,4.75,216.25,78.41666666666667,100000,37199000,1805418.0,126998206,2,22,0,0,5,0,7
62,2019,BRK,Brooklyn Nets,EAST,25.21052631578948,3.473684210526316,216.94736842105263,78.15789473684211,100000,18919725,2099800.5,118271871,0,22,0,0,4,0,7
63,2018,BRK,Brooklyn Nets,EAST,25.09090909090909,3.3181818181818183,220.3636363636364,78.77272727272727,100000,19332500,1709538.0,95964560,1,20,0,0,3,0,12
64,2017,BRK,Brooklyn Nets,EAST,25.666666666666668,3.4761904761904763,222.0952380952381,78.61904761904762,100000,21165675,1395600.0,84006170,1,24,0,0,3,0,15
65,2016,BRK,Brooklyn Nets,EAST,25.764705882352946,4.176470588235294,220.2941176470588,78.88235294117646,100000,24894863,1237860.0,83831503,2,18,0,0,3,0,14
66,2015,BRK,Brooklyn Nets,EAST,27.36842105263158,5.0,224.94736842105263,79.57894736842105,100000,23180790,2405920.0,91873492,2,14,0,0,3,0,9
67,2014,BRK,Brooklyn Nets,EAST,28.84210526315789,7.052631578947368,222.73684210526315,79.15789473684211,2800,21466718,3183000.0,102608995,1,14,0,0,2,0,5
68,2014,BRK,Brooklyn Nets,EAST,28.84210526315789,7.052631578947368,222.73684210526315,79.15789473684211,1200,21466718,3183000.0,102608995,1,14,0,0,2,0,5
69,2013,BRK,Brooklyn Nets,EAST,27.47058823529412,5.764705882352941,220.52941176470588,79.0,2800,19752645,1290703.0,84290205,2,14,0,0,1,0,4
70,2013,BRK,Brooklyn Nets,EAST,27.47058823529412,5.764705882352941,220.52941176470588,79.0,1200,19752645,1290703.0,84290205,2,14,0,0,1,0,4
71,2014,CHA,Charlotte Bobcats,EAST,26.05263157894737,4.157894736842105,223.21052631578948,78.36842105263158,50000,13500000,2850960.0,60819062,2,12,0,0,2,0,7
72,2014,CHA,Charlotte Bobcats,EAST,26.05263157894737,4.157894736842105,223.21052631578948,78.36842105263158,30000,13500000,2850960.0,60819062,2,12,0,0,2,0,7
73,2013,CHA,Charlotte Bobcats,EAST,26.166666666666668,4.666666666666667,224.16666666666663,78.72222222222223,50000,12400000,3007920.0,57491899,1,14,0,0,1,0,14
74,2013,CHA,Charlotte Bobcats,EAST,26.166666666666668,4.666666666666667,224.16666666666663,78.72222222222223,30000,12400000,3007920.0,57491899,1,14,0,0,1,0,14
75,2012,CHA,Charlotte Bobcats,EAST,26.125,4.5,225.8125,78.75,12500,10262069,2750000.0,57902024,0,15,0,0,1,0,15
76,2012,CHA,Charlotte Bobcats,EAST,26.125,4.5,225.8125,78.75,6600,10262069,2750000.0,57902024,0,15,0,0,1,0,15
77,2012,CHA,Charlotte Bobcats,EAST,26.125,4.5,225.8125,78.75,20000,10262069,2750000.0,57902024,0,15,0,0,1,0,15
78,2011,CHA,Charlotte Bobcats,EAST,26.789473684210527,5.421052631578948,226.94736842105263,79.36842105263158,12500,9000000,2770200.0,66542696,0,18,0,0,1,0,10
79,2011,CHA,Charlotte Bobcats,EAST,26.789473684210527,5.421052631578948,226.94736842105263,79.36842105263158,6600,9000000,2770200.0,66542696,0,18,0,0,1,0,10
80,2011,CHA,Charlotte Bobcats,EAST,26.789473684210527,5.421052631578948,226.94736842105263,79.36842105263158,20000,9000000,2770200.0,66542696,0,18,0,0,1,0,10
81,2010,CHA,Charlotte Bobcats,EAST,27.105263157894736,6.0,219.4736842105264,79.10526315789474,12500,11850000,5122397.0,68681758,0,14,0,0,1,0,7
82,2010,CHA,Charlotte Bobcats,EAST,27.105263157894736,6.0,219.4736842105264,79.10526315789474,6600,11850000,5122397.0,68681758,0,14,0,0,1,0,7
83,2010,CHA,Charlotte Bobcats,EAST,27.105263157894736,6.0,219.4736842105264,79.10526315789474,20000,11850000,5122397.0,68681758,0,14,0,0,1,0,7
84,2009,CHA,Charlotte Bobcats,EAST,25.83333333333333,3.9583333333333335,226.25,79.33333333333333,12500,9537500,2661027.0,62866926,0,17,0,0,8,0,10
85,2009,CHA,Charlotte Bobcats,EAST,25.83333333333333,3.9583333333333335,226.25,79.33333333333333,12500,9537500,2661027.0,62866926,0,17,0,0,8,0,10
86,2008,CHA,Charlotte Bobcats,EAST,27.33333333333333,5.2,217.53333333333333,78.8,12500,11111110,2376000.0,53745468,1,14,0,0,8,0,12
87,2008,CHA,Charlotte Bobcats,EAST,27.33333333333333,5.2,217.53333333333333,78.8,12500,11111110,2376000.0,53745468,1,14,0,0,8,0,12
88,2025,CHO,Charlotte Hornets,EAST,25.5,3.4,210.72222222222223,78.7,100000,35147000,5250000.0,153709214,1,16,0,0,8,0,
89,2024,CHO,Charlotte Hornets,EAST,25.07692307692308,3.615384615384616,205.15384615384616,78.57692307692308,100000,29682540,3191400.0,138530978,1,24,0,0,8,0,13
90,2023,CHO,Charlotte Hornets,EAST,24.473684210526315,3.421052631578948,207.1578947368421,79.0,100000,30075000,2372565.0,124541054,1,21,0,0,8,0,14
91,2022,CHO,Charlotte Hornets,EAST,24.73684210526316,3.684210526315789,212.21052631578948,78.57894736842105,100000,29925000,4154400.0,120048268,1,18,0,0,8,0,10
92,2021,CHO,Charlotte Hornets,EAST,24.23529411764705,2.588235294117647,215.8823529411765,78.05882352941177,100000,28500000,2875000.0,107134070,1,17,0,0,8,0,10
93,2020,CHO,Charlotte Hornets,EAST,24.875,3.75,219.375,78.1875,100000,25565217,2716067.5,122575891,1,17,0,0,8,0,9
94,2019,CHO,Charlotte Hornets,EAST,25.764705882352946,5.0,215.8823529411765,77.82352941176471,100000,24000000,3627842.0,122327044,0,17,0,0,8,0,9
95,2018,CHO,Charlotte Hornets,EAST,25.47058823529412,4.0,220.58823529411765,78.82352941176471,100000,23500000,2876040.0,117228164,1,15,0,0,8,0,10
96,2017,CHO,Charlotte Hornets,EAST,25.789473684210527,4.421052631578948,221.8421052631579,79.3157894736842,100000,20869566,2140829.5,90175926,1,17,0,0,8,0,11
97,2016,CHO,Charlotte Hornets,EAST,25.88235294117647,4.352941176470588,220.35294117647047,78.47058823529412,100000,13833333,3619278.0,77609865,0,16,0,0,8,0,6
98,2015,CHO,Charlotte Hornets,EAST,26.058823529411764,4.470588235294118,224.1176470588236,77.58823529411765,100000,13666667,3511045.5,75954458,0,18,0,0,36,0,11
99,2025,CHI,Chicago Bulls,EAST,24.95238095238096,3.619047619047619,213.5,78.47619047619048,50000,43031940,7000000.0,166079908,1,14,6,0,36,0,
