totals_minutes_played,totals_field_goals,totals_field_goals_attempted,totals_field_goal_pct,totals_three_point_field_goals,totals_three_point_attempts,totals_three_point_pct,totals_two_point_field_goals,totals_two_point_attempts,totals_two_point_pct,totals_free_throws,totals_free_throw_attempts,totals_free_throw_pct,totals_offensive_rebounds,totals_defensive_rebounds,totals_total_rebounds,totals_assists,totals_steals,totals_blocks,totals_turnovers,totals_personal_fouls,totals_points,made_playoffs,season,team_abbr,advanced_age,advanced_wins,advanced_losses,advanced_pythagorean_wins,advanced_pythagorean_losses,advanced_margin_of_victory,advanced_strength_of_schedule,advanced_simple_rating_system,advanced_offensive_rating,advanced_defensive_rating,advanced_net_rating,advanced_pace,advanced_free_throw_rate,advanced_three_point_attempt_rate,advanced_true_shooting_pct,advanced_offensive_effective_fg_pct,advanced_offensive_turnover_pct,advanced_offensive_offensive_rebound_pct,advanced_offensive_ft_per_fga,advanced_defensive_effective_fg_pct,advanced_defensive_turnover_pct,advanced_defensive_defensive_rebound_pct,advanced_defensive_ft_per_fga,advanced_arena,advanced_attendance,advanced_attendance_per_game,shooting_minutes_played,shooting_field_goal_pct,shooting_average_shot_distance,shooting_two_point_attempt_pct,shooting_fga_0_3_pct,shooting_fga_3_10_pct,shooting_fga_10_16_pct,shooting_fga_16_to_3pt_pct,shooting_three_point_attempt_pct,shooting_two_point_fg_pct,shooting_fg_0_3_pct,shooting_fg_3_10_pct,shooting_fg_10_16_pct,shooting_fg_16_to_3pt_pct,shooting_three_point_fg_pct,shooting_two_point_fg_assisted_pct,shooting_three_point_fg_assisted_pct,shooting_dunks_fga_pct,shooting_dunks_made,shooting_layups_fga_pct,shooting_layups_made,shooting_corner_three_pct_fga,shooting_corner_three_fg_pct,shooting_heaves_attempted,shooting_heaves_made
19780,3088,7069,0.437,1082,3029,0.357,2006,4040,0.497,1473,1980,0.744,941,2841,3782,1793,570,399,1087,1672,8731,0,2022,NYK,26.0,37,45,41,41,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,.280,.428,.550,.513,12.0,25.1,.208,.521,11.7,78.8,.198,Madison Square Garden (IV),"763,484","18,622",19780,.437,14.7,.572,.253,.158,.086,.074,.428,.497,.654,.374,.376,.361,.357,.465,.795,.069,431,.238,858,.219,.392,7,0
19955,3444,7328,0.47,1037,2930,0.354,2407,4398,0.547,1589,2087,0.761,1031,2790,3821,1880,527,340,1065,1666,9514,1,2023,NYK,24.5,47,35,48,34,2.93,0.06,2.99,117.8,114.8,+3.0,97.1,.285,.400,.577,.541,11.4,28.3,.217,.536,11.4,77.1,.210,Madison Square Garden (IV),"795,110","19,393",19955,.470,13.6,.600,.266,.196,.096,.043,.400,.547,.679,.460,.424,.404,.354,.428,.820,.066,425,.246,1021,.272,.382,9,0
19830,3126,6504,0.481,598,1588,0.377,2528,4916,0.514,1819,2196,0.828,854,2725,3579,1753,679,624,1253,1654,8669,1,2013,OKC,26.0,60,22,64,18,9.21,-0.06,9.15,112.4,102.6,+9.8,93.3,.338,.244,.580,.527,14.4,26.7,.280,.469,13.5,73.4,.197,Chesapeake Energy Arena,"746,323","18,203",19830,.481,12.6,.756,.294,.146,.130,.186,.244,.514,.677,.389,.437,.409,.377,.492,.851,.071,418,.207,812,.252,.440,13,1
19805,3194,6782,0.471,664,1839,0.361,2530,4943,0.512,1653,2052,0.806,887,2781,3668,1794,678,501,1256,1858,8705,1,2014,OKC,26.2,59,23,58,24,6.34,0.32,6.66,110.5,103.9,+6.6,95.4,.303,.271,.566,.520,14.0,26.5,.244,.488,13.9,75.6,.221,Chesapeake Energy Arena,"746,323","18,203",19805,.471,13.0,.729,.282,.149,.131,.167,.271,.512,.668,.391,.434,.418,.361,.521,.715,.071,445,.193,767,.239,.353,17,0
19830,3184,7119,0.447,632,1864,0.339,2552,5255,0.486,1524,2020,0.754,1052,2844,3896,1681,598,454,1205,1829,8524,0,2015,OKC,25.4,45,37,47,35,2.18,0.28,2.47,107.8,105.5,+2.3,95.7,.284,.262,.532,.492,13.1,28.9,.214,.489,12.4,75.6,.213,Chesapeake Energy Arena,"746,323","18,203",19830,.447,11.9,.738,.304,.156,.113,.165,.262,.486,.615,.385,.436,.377,.339,.461,.797,.051,328,.233,933,.247,.373,12,0
19830,3372,7082,0.476,678,1945,0.349,2694,5137,0.524,1616,2067,0.782,1071,2916,3987,1883,603,487,1305,1691,9038,1,2016,OKC,25.8,55,27,59,23,7.28,-0.19,7.09,113.1,105.6,+7.5,96.7,.292,.275,.565,.524,14.0,31.1,.228,.484,11.7,76.0,.205,Chesapeake Energy Arena,"746,323","18,203",19830,.476,11.9,.725,.330,.126,.122,.146,.275,.524,.626,.438,.478,.410,.349,.508,.758,.070,447,.262,1010,.291,.357,6,0
19805,3237,7169,0.452,692,2116,0.327,2545,5053,0.504,1575,2113,0.745,1002,2821,3823,1721,648,408,1230,1715,8741,1,2017,OKC,24.7,47,35,43,39,0.76,0.39,1.14,108.3,107.5,+0.8,97.8,.295,.295,.540,.500,13.2,27.9,.220,.511,12.5,79.0,.218,Chesapeake Energy Arena,"746,323","18,203",19805,.452,12.1,.705,.346,.146,.104,.109,.295,.504,.614,.418,.391,.379,.327,.466,.773,.063,401,.285,1129,.252,.345,19,2
19830,3271,7221,0.453,881,2491,0.354,2390,4730,0.505,1421,1985,0.716,1024,2671,3695,1750,743,412,1147,1653,8844,1,2018,OKC,27.3,48,34,50,32,3.41,0.00,3.42,110.7,107.2,+3.5,96.7,.275,.345,.546,.514,12.4,27.7,.197,.525,14.7,77.4,.193,Chesapeake Energy Arena,"746,322","18,203",19830,.453,13.2,.655,.315,.096,.105,.138,.345,.505,.639,.367,.404,.375,.354,.426,.831,.067,408,.272,1082,.239,.372,21,0
19855,3497,7706,0.454,932,2677,0.348,2565,5029,0.51,1461,2049,0.713,1031,2911,3942,1917,766,425,1145,1839,9387,1,2019,OKC,25.7,49,33,50,32,3.40,0.15,3.56,110.3,107.0,+3.3,102.8,.266,.347,.545,.514,11.7,26.0,.190,.523,14.4,78.2,.206,Chesapeake Energy Arena,"746,323","18,203",19855,.454,12.9,.653,.339,.132,.102,.080,.347,.510,.637,.362,.372,.393,.348,.451,.814,.068,459,.294,1206,.256,.376,21,2
17430,2879,6156,0.468,770,2171,0.355,2109,3985,0.529,1422,1787,0.796,593,2495,3088,1562,550,353,986,1390,7950,1,2020,OKC,25.5,44,28,41,31,1.99,0.34,2.33,110.8,108.8,+2.0,98.8,.290,.353,.573,.530,12.4,19.3,.231,.518,12.6,76.8,.173,Chesapeake Energy Arena,"600,699","18,203",17430,.468,13.8,.647,.260,.173,.128,.087,.353,.529,.680,.386,.455,.474,.355,.457,.778,.061,342,.272,864,.195,.357,22,1
17355,2795,6338,0.441,857,2529,0.339,1938,3809,0.509,1113,1536,0.725,715,2568,3283,1588,504,316,1162,1305,7560,0,2021,OKC,22.8,22.0,50.0,15,57,-10.64,0.51,-10.13,103.5,114.0,-10.5,101.0,0.242,0.399,0.539,0.509,14.2,21.2,0.176,0.547,11.5,77.9,0.167,Chesapeake Energy Arena,,,17355,.441,13.7,.601,.278,.200,.074,.050,.399,.509,.635,.401,.410,.381,.339,.455,.824,.048,275,.314,1031,.188,.375,16,1
19805,3141,7310,0.43,991,3066,0.323,2150,4244,0.507,1233,1632,0.756,854,2887,3741,1822,622,380,1145,1497,8506,0,2022,OKC,22.4,24,58,21,61,-8.10,0.20,-7.90,104.6,112.8,-8.2,98.6,.223,.419,.530,.497,12.5,21.8,.169,.533,11.8,76.1,.169,Paycom Center,"595,112","14,515",19805,.430,14.3,.581,.205,.261,.073,.041,.419,.507,.643,.444,.427,.366,.323,.466,.828,.052,325,.320,1199,.207,.349,9,0
19855,3533,7590,0.465,995,2797,0.356,2538,4793,0.53,1572,1944,0.809,934,2645,3579,2002,676,341,1069,1722,9633,0,2023,OKC,22.8,40,42,44,38,1.09,-0.12,0.96,115.2,114.2,+1.0,101.1,.256,.369,.570,.531,11.2,24.7,.207,.547,14.4,72.9,.222,Paycom Center,"636,903","15,534",19855,.465,13.1,.631,.276,.217,.096,.043,.369,.530,.658,.413,.469,.424,.356,.444,.879,.047,320,.325,1349,.203,.400,12,0
19780,3093,6904,0.448,506,1537,0.329,2587,5367,0.482,1026,1359,0.755,890,2612,3502,1871,528,358,1191,1591,7718,0,2013,ORL,24.6,20,62,22,60,-6.99,-0.14,-7.12,101.6,109.1,-7.5,92.2,.197,.223,.514,.485,13.7,25.4,.149,.508,11.8,74.6,.195,Amway Center,"722,716","17,627",19780,.448,12.6,.777,.289,.166,.116,.206,.223,.482,.622,.425,.394,.382,.329,.563,.820,.040,246,.226,931,.228,.371,6,0
19955,3022,6784,0.445,563,1596,0.353,2459,5188,0.474,1307,1714,0.763,794,2654,3448,1726,630,350,1222,1678,7914,0,2014,ORL,24.6,23,59,26,56,-5.44,-0.44,-5.88,101.7,107.4,-5.7,93.6,.253,.235,.525,.487,13.9,22.4,.193,.504,13.0,75.5,.211,Amway Center,"666,046","16,245",19955,.445,13.1,.765,.277,.152,.103,.232,.235,.474,.601,.385,.434,.399,.353,.523,.783,.036,230,.224,844,.284,.359,14,0
19755,3076,6792,0.453,554,1598,0.347,2522,5194,0.486,1141,1565,0.729,822,2607,3429,1692,647,314,1221,1714,7847,0,2015,ORL,24.3,25,57,25,57,-5.72,-0.15,-5.87,101.6,107.7,-6.1,93.8,.230,.235,.524,.494,14.0,23.1,.168,.514,13.6,76.0,.210,Amway Center,"688,194","16,785",19755,.453,11.5,.765,.317,.182,.094,.172,.235,.486,.611,.386,.383,.415,.347,.480,.868,.052,315,.241,929,.260,.373,11,0
19905,3242,7120,0.455,636,1818,0.35,2606,5302,0.492,1249,1649,0.757,843,2709,3552,1933,673,417,1155,1701,8369,0,2016,ORL,23.9,35,47,36,46,-1.62,-0.06,-1.68,105.1,106.8,-1.7,96.0,.232,.255,.533,.500,12.8,23.1,.175,.513,13.8,76.5,.215,Amway Center,"719,275","17,515",19905,.455,12.5,.745,.296,.150,.093,.206,.255,.492,.609,.422,.409,.409,.350,.528,.873,.045,284,.253,1009,.241,.370,21,0
19805,3139,7133,0.44,701,2139,0.328,2438,4994,0.488,1309,1753,0.747,807,2734,3541,1820,580,396,1091,1584,8288,0,2017,ORL,25.3,29,53,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,.246,.300,.524,.489,12.1,21.6,.184,.523,11.9,77.4,.201,Amway Center,"727,875","17,753",19805,.440,13.5,.700,.266,.168,.109,.157,.300,.488,.616,.427,.413,.390,.328,.495,.874,.042,272,.231,917,.182,.297,25,0
19730,3182,7042,0.452,844,2405,0.351,2338,4637,0.504,1271,1678,0.757,722,2692,3414,1921,622,400,1192,1579,8479,0,2018,ORL,25.6,25,57,28,54,-4.82,-0.10,-4.92,105.2,110.1,-4.9,98.1,.238,.342,.545,.512,13.3,20.0,.180,.525,12.8,75.6,.187,Amway Center,"734,531","17,915",19730,.452,13.3,.658,.259,.180,.108,.112,.342,.504,.688,.398,.347,.403,.351,.515,.851,.052,335,.272,1088,.178,.374,8,0
19780,3316,7307,0.454,937,2633,0.356,2379,4674,0.509,1231,1575,0.782,822,2902,3724,2095,543,445,1082,1526,8800,1,2019,ORL,25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,+0.8,98.1,.216,.360,.550,.518,11.9,22.0,.168,.515,11.8,79.7,.186,Amway Center,"720,024","17,431",19780,.454,14.4,.640,.246,.161,.104,.128,.360,.509,.674,.422,.384,.401,.356,.553,.832,.053,353,.239,954,.191,.380,23,0
17570,2871,6468,0.444,807,2354,0.343,2064,4114,0.502,1282,1656,0.774,751,2498,3249,1747,599,396,937,1336,7831,1,2020,ORL,26.1,33,40,34,39,-1.01,0.09,-0.93,108.5,109.5,-1.0,98.6,.256,.364,.544,.506,11.5,22.3,.198,.535,13.2,79.1,.176,Amway Center,"529,870","17,093",17570,.444,14.2,.636,.252,.169,.121,.095,.364,.502,.664,.406,.392,.381,.343,.511,.859,.052,292,.260,909,.142,.395,25,1
17330,2754,6423,0.429,784,2288,0.343,1970,4135,0.476,1196,1543,0.775,747,2525,3272,1571,496,318,924,1237,7488,0,2021,ORL,25.6,21.0,51.0,17,55,-9.31,0.29,-9.02,105.1,114.5,-9.4,98.7,0.24,0.356,0.527,0.49,11.5,21.6,0.186,0.547,11.5,78.2,0.169,Amway Center,"126,463","3,513",17330,.429,14.4,.644,.201,.212,.121,.109,.356,.476,.652,.386,.424,.388,.343,.469,.827,.036,197,.258,838,.150,.359,10,0
19780,3139,7240,0.434,999,3022,0.331,2140,4218,0.507,1270,1614,0.787,746,2885,3631,1947,555,367,1188,1612,8547,0,2022,ORL,23.3,22,60,21,61,-8.00,0.33,-7.67,104.5,112.5,-8.0,99.2,.223,.417,.538,.503,13.0,19.8,.175,.532,11.7,77.2,.196,Amway Center,"622,881","15,192",19780,.434,14.4,.583,.223,.227,.069,.063,.417,.507,.670,.425,.420,.329,.331,.499,.880,.061,384,.268,1028,.212,.385,16,0
19780,3323,7074,0.47,883,2551,0.346,2440,4523,0.539,1607,2050,0.784,833,2713,3546,1906,603,382,1236,1652,9136,0,2023,ORL,23.1,34,48,35,47,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,.290,.361,.573,.532,13.4,23.8,.227,.550,13.1,77.7,.211,Amway Center,"728,405","17,766",19780,.470,13.5,.639,.249,.221,.094,.076,.361,.539,.713,.440,.427,.398,.346,.470,.858,.064,395,.297,1182,.213,.415,9,0
19755,3059,6895,0.444,518,1438,0.36,2541,5457,0.466,1004,1377,0.729,896,2493,3389,1867,609,384,1070,1505,7640,0,2013,PHI,25.2,34,48,31,51,-3.34,-0.17,-3.51,102.0,105.7,-3.7,91.0,.200,.209,.509,.481,12.5,24.9,.146,.495,13.7,73.4,.200,Wells Fargo Center,"685,412","16,717",19755,.444,12.7,.791,.263,.153,.147,.228,.209,.466,.620,.381,.409,.381,.360,.560,.855,.036,236,.204,792,.300,.381,11,0
19855,3108,7150,0.435,577,1847,0.312,2531,5303,0.477,1362,1918,0.71,949,2556,3505,1791,765,330,1384,1844,8155,0,2014,PHI,23.4,19,63,16,66,-10.45,-0.21,-10.66,99.4,109.9,-10.5,99.2,.268,.258,.510,.475,14.8,24.8,.190,.524,14.9,72.4,.244,Wells Fargo Center,"568,632","13,869",19855,.435,11.4,.742,.353,.190,.087,.111,.258,.477,.601,.356,.374,.373,.312,.507,.879,.043,282,.297,1192,.193,.331,13,3
19805,2765,6777,0.408,692,2160,0.32,2073,4617,0.449,1320,1953,0.676,978,2536,3514,1683,789,487,1453,1778,7542,0,2015,PHI,23.2,18,64,18,64,-8.98,-0.07,-9.04,95.5,104.8,-9.3,95.7,.288,.319,.494,.459,16.0,25.5,.195,.497,15.2,73.0,.225,Wells Fargo Center,"571,572","13,941",19805,.408,12.2,.681,.321,.174,.069,.118,.319,.449,.593,.316,.326,.322,.320,.520,.873,.051,318,.257,938,.181,.342,18,0
19805,2970,6887,0.431,764,2255,0.339,2206,4632,0.476,1284,1850,0.694,777,2605,3382,1765,680,495,1343,1780,7988,0,2016,PHI,23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,.269,.327,.519,.487,14.8,20.6,.186,.510,13.5,74.0,.240,Wells Fargo Center,"614,650","14,991",19805,.431,12.4,.673,.311,.166,.096,.099,.327,.476,.628,.341,.361,.338,.339,.501,.861,.061,377,.253,983,.234,.366,14,1
19830,3088,6992,0.442,831,2443,0.34,2257,4549,0.496,1393,1806,0.771,807,2706,3513,1949,692,420,1366,1793,8400,0,2017,PHI,24.6,28,54,26,56,-5.70,-0.14,-5.83,103.2,108.9,-5.7,98.5,.258,.349,.539,.501,14.9,22.4,.199,.512,13.5,75.3,.234,Wells Fargo Center,"710,557","17,331",19830,.442,13.2,.651,.309,.149,.092,.100,.349,.496,.638,.376,.384,.344,.340,.541,.875,.047,301,.269,1087,.154,.406,8,0
19780,3349,7098,0.472,901,2445,0.369,2448,4653,0.526,1405,1868,0.752,893,2996,3889,2221,682,420,1353,1811,9004,1,2018,PHI,25.8,52,30,53,29,4.50,-0.20,4.30,109.5,105.0,+4.5,99.8,.263,.344,.568,.535,14.6,25.3,.198,.492,12.6,78.6,.218,Wells Fargo Center,"833,503","20,361",19780,.472,13.3,.656,.272,.168,.109,.107,.344,.526,.702,.401,.383,.421,.369,.556,.954,.060,386,.270,1105,.151,.397,20,0
19805,3407,7233,0.471,889,2474,0.359,2518,4759,0.529,1742,2258,0.771,892,3025,3917,2207,606,432,1223,1745,9445,1,2019,PHI,26.4,51,31,48,34,2.70,-0.44,2.25,112.6,110.0,+2.6,101.6,.312,.342,.574,.532,12.9,24.5,.241,.512,11.1,78.6,.206,Wells Fargo Center,"838,342","20,447",19805,.471,13.5,.658,.285,.166,.105,.101,.342,.529,.696,.401,.401,.401,.359,.546,.937,.064,412,.261,1089,.178,.367,12,0
17595,3000,6417,0.468,848,2307,0.368,2152,4110,0.524,1236,1638,0.755,764,2553,3317,1884,586,389,1037,1529,8084,1,2020,PHI,26.3,43,30,42,31,2.38,-0.13,2.25,111.3,109.0,+2.3,99.0,.255,.360,.566,.534,12.7,23.9,.193,.523,12.5,80.3,.214,Wells Fargo Center,"639,491","20,629",17595,.468,13.8,.640,.266,.173,.114,.087,.360,.524,.688,.410,.408,.399,.368,.516,.913,.056,329,.254,917,.193,.409,12,0
17430,2981,6257,0.476,811,2169,0.374,2170,4088,0.531,1409,1836,0.767,722,2522,3244,1706,655,447,1040,1456,8182,1,2021,PHI,27.1,49.0,23.0,48,24,5.58,-0.31,5.28,113.2,107.6,5.6,99.5,0.293,0.347,0.579,0.541,12.8,23.2,0.225,0.521,13.8,78.2,0.2,Wells Fargo Center,"68,583","1,905",17430,.476,13.7,.653,.241,.203,.117,.092,.347,.531,.672,.436,.479,.438,.374,.452,.894,.056,321,.244,819,.261,.417,9,0
19805,3230,6932,0.466,950,2608,0.364,2280,4324,0.527,1605,1955,0.821,700,2770,3470,1945,633,435,1027,1590,9015,1,2022,PHI,26.8,51,31,48,34,2.61,-0.04,2.57,113.5,110.8,+2.7,96.2,.282,.376,.578,.534,11.6,20.1,.232,.524,12.1,76.8,.192,Wells Fargo Center,"846,867","20,655",19805,.466,14.0,.624,.240,.194,.119,.071,.376,.527,.702,.414,.417,.431,.364,.505,.835,.050,315,.249,982,.244,.394,12,0
19880,3347,6870,0.487,1035,2675,0.387,2312,4195,0.551,1719,2058,0.835,715,2641,3356,2063,635,389,1121,1675,9448,1,2023,PHI,28.2,54,28,52,30,4.32,0.06,4.37,117.7,113.3,+4.4,96.9,.300,.389,.608,.563,12.6,21.6,.250,.541,13.0,77.2,.217,Wells Fargo Center,"839,261","20,470",19880,.487,13.8,.611,.251,.191,.109,.054,.389,.551,.697,.429,.463,.472,.387,.516,.806,.044,262,.274,1100,.256,.402,13,0
19805,3061,6917,0.443,480,1455,0.33,2581,5462,0.473,1203,1618,0.744,959,2454,3413,1855,659,434,1278,1688,7805,0,2013,PHX,26.9,25,57,23,59,-6.46,0.71,-5.75,101.2,108.1,-6.9,93.4,.234,.210,.512,.477,14.3,27.0,.174,.512,14.2,71.9,.208,US Airways Center,"632,913","15,437",19805,.443,12.7,.790,.281,.158,.113,.237,.210,.473,.646,.345,.380,.396,.330,.564,.831,.036,226,.234,1001,.276,.366,12,0
19755,3172,6845,0.463,765,2055,0.372,2407,4790,0.503,1520,2004,0.758,928,2601,3529,1563,688,374,1258,1798,8629,0,2014,PHX,26.2,48,34,48,34,2.63,0.39,3.02,109.5,106.7,+2.8,95.8,.293,.300,.558,.519,14.0,26.4,.222,.496,13.9,73.7,.237,US Airways Center,"650,739","15,872",19755,.463,13.1,.700,.290,.149,.118,.143,.300,.503,.648,.374,.430,.403,.372,.388,.824,.050,305,.226,935,.273,.404,16,0
19880,3178,7038,0.452,698,2048,0.341,2480,4990,0.497,1343,1767,0.76,896,2643,3539,1659,700,385,1238,1744,8397,0,2015,PHX,25.7,39,43,38,44,-0.90,0.52,-0.38,105.3,106.2,-0.9,96.3,.251,.291,.537,.501,13.7,24.5,.191,.497,14.0,73.5,.221,US Airways Center,"693,862","16,923",19880,.452,12.6,.709,.294,.138,.124,.153,.291,.497,.643,.374,.429,.383,.341,.443,.801,.045,291,.237,1009,.289,.361,19,1
19705,3051,7018,0.435,738,2118,0.348,2313,4900,0.472,1431,1905,0.751,943,2733,3676,1701,632,313,1410,1858,8271,0,2016,PHX,26.0,23,59,24,58,-6.66,0.34,-6.32,102.2,109.0,-6.8,98.5,.271,.302,.526,.487,15.2,25.4,.204,.523,13.5,77.1,.237,Talking Stick Resort Arena,"701,405","17,107",19705,.435,12.6,.698,.300,.151,.092,.155,.302,.472,.614,.349,.396,.362,.348,.470,.831,.056,351,.250,948,.226,.368,12,0
19830,3270,7260,0.45,615,1854,0.332,2655,5406,0.491,1676,2159,0.776,976,2712,3688,1604,673,399,1265,2030,8831,0,2017,PHX,25.0,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,.297,.255,.538,.493,13.4,26.0,.231,.525,13.1,76.4,.264,Talking Stick Resort Arena,"708,639","17,134",19830,.450,12.5,.745,.306,.154,.120,.165,.255,.491,.629,.412,.402,.373,.332,.421,.789,.057,358,.258,1066,.269,.329,20,0
19705,3153,7141,0.442,763,2286,0.334,2390,4855,0.492,1453,1962,0.741,842,2776,3618,1743,569,370,1289,1807,8522,0,2018,PHX,23.7,21,61,19,63,-9.37,0.57,-8.80,103.5,112.9,-9.4,100.3,.275,.320,.532,.495,13.9,22.5,.203,.533,11.9,76.5,.212,Talking Stick Resort Arena,"690,576","16,843",19705,.442,12.5,.680,.313,.145,.115,.107,.320,.492,.618,.387,.399,.369,.334,.467,.823,.063,387,.293,1079,.209,.366,16,0
19880,3289,7164,0.459,790,2400,0.329,2499,4764,0.525,1447,1858,0.779,748,2563,3311,1957,735,418,1279,1932,8815,0,2019,PHX,24.0,19,63,19,63,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,.259,.335,.552,.514,13.8,20.5,.202,.545,13.5,72.5,.236,Talking Stick Resort Arena,"627,023","15,293",19880,.459,13.1,.665,.301,.158,.114,.093,.335,.525,.656,.407,.440,.400,.329,.528,.808,.068,434,.267,1033,.234,.339,14,1
17595,3006,6429,0.468,831,2320,0.358,2175,4109,0.529,1451,1740,0.834,712,2465,3177,1987,559,290,1077,1609,8294,0,2020,PHX,24.6,34,39,37,36,0.22,0.35,0.56,111.7,111.4,+0.3,101.3,.271,.361,.576,.532,13.0,22.2,.226,.539,13.7,78.8,.221,Talking Stick Resort Arena,"550,633","15,606",17595,.468,13.4,.639,.296,.146,.116,.081,.361,.529,.659,.404,.444,.405,.358,.574,.889,.054,306,.271,979,.240,.374,8,0
17480,3118,6357,0.49,940,2490,0.378,2178,3867,0.563,1124,1347,0.834,630,2462,3092,1939,517,312,902,1374,8300,1,2021,PHX,26.6,51.0,21.0,49,23,5.82,-0.15,5.67,117.2,111.3,5.9,97.2,0.212,0.392,0.597,0.564,11.5,20.8,0.177,0.534,12.4,78.5,0.194,Phoenix Suns Arena,"104,027","2,890",17480,.490,14.9,.608,.211,.158,.148,.091,.392,.563,.718,.470,.509,.454,.378,.524,.849,.039,232,.215,843,.265,.430,11,0
19730,3581,7389,0.485,951,2616,0.364,2630,4773,0.551,1303,1635,0.797,801,2913,3714,2244,702,359,1060,1633,9416,1,2022,PHX,27.5,64,18,59,23,7.50,-0.56,6.94,114.8,107.3,+7.5,99.8,.221,.354,.581,.549,11.6,22.3,.176,.510,13.0,77.1,.195,Phoenix Suns Arena,"663,171","16,175",19730,.485,14.2,.646,.188,.222,.149,.088,.354,.551,.709,.503,.497,.427,.364,.552,.832,.053,370,.220,951,.260,.390,13,0
19780,3453,7388,0.467,1001,2674,0.374,2452,4714,0.52,1412,1781,0.793,971,2657,3628,2235,585,432,1110,1739,9319,1,2023,PHX,28.1,45,37,46,36,2.07,0.01,2.08,115.1,113.0,+2.1,98.2,.241,.362,.570,.535,12.0,26.6,.191,.532,12.9,76.0,.234,Footprint Center,"699,911","17,071",19780,.467,14.3,.638,.194,.203,.159,.083,.362,.520,.693,.442,.460,.424,.374,.562,.856,.047,306,.205,847,.291,.421,13,0
19855,3009,6715,0.448,673,1904,0.353,2336,4811,0.486,1304,1680,0.776,874,2474,3348,1784,538,353,1203,1518,7995,0,2013,POR,24.4,33,49,32,50,-3.17,0.65,-2.53,105.8,109.2,-3.4,91.4,.250,.284,.536,.498,13.9,25.3,.194,.512,12.5,73.3,.189,Rose Garden Arena,"813,012","19,830",19855,.448,13.6,.716,.284,.126,.095,.211,.284,.486,.620,.381,.426,.394,.353,.529,.816,.059,359,.212,779,.239,.397,13,0
19855,3207,7134,0.45,770,2071,0.372,2437,5063,0.481,1569,1926,0.815,1022,2786,3808,1904,454,387,1125,1576,8753,1,2014,POR,25.8,54,28,52,30,3.99,0.45,4.44,111.5,107.4,+4.1,94.9,.270,.290,.548,.504,12.4,28.0,.220,.488,10.9,74.7,.194,Moda Center,"809,612","19,747",19855,.450,13.9,.710,.258,.133,.110,.208,.290,.481,.628,.368,.387,.422,.372,.523,.816,.041,269,.199,825,.252,.390,10,0
19855,3175,7049,0.45,807,2231,0.362,2368,4818,0.491,1272,1589,0.801,879,2881,3760,1799,525,372,1117,1494,8429,1,2015,POR,27.0,51,31,53,29,4.23,0.18,4.41,108.2,103.7,+4.5,94.2,.225,.316,.544,.508,12.6,24.2,.180,.476,11.3,76.2,.182,Moda Center,"798,368","19,472",19855,.450,13.7,.684,.248,.134,.112,.190,.316,.491,.652,.411,.402,.393,.362,.495,.776,.034,227,.193,834,.249,.391,14,0
19805,3167,7040,0.45,864,2336,0.37,2303,4704,0.49,1424,1889,0.754,948,2782,3730,1748,562,380,1200,1782,8622,1,2016,POR,24.3,44,38,43,39,0.83,0.15,0.98,108.8,108.0,+0.8,96.0,.268,.332,.548,.511,13.2,25.9,.202,.503,12.1,76.2,.225,Moda Center,"794,085","19,368",19805,.450,13.3,.668,.282,.137,.092,.157,.332,.490,.607,.361,.436,.423,.370,.469,.771,.052,328,.232,872,.238,.388,11,0
19930,3243,7059,0.459,852,2272,0.375,2391,4787,0.499,1513,1940,0.78,830,2750,3580,1733,574,408,1126,1736,8851,1,2017,POR,24.8,41,41,40,42,-0.52,0.30,-0.23,110.3,110.8,-0.5,96.7,.275,.322,.559,.520,12.5,23.0,.214,.508,11.6,76.8,.241,Moda Center,"792,029","19,318",19930,.459,13.4,.678,.299,.141,.091,.148,.322,.499,.596,.418,.441,.417,.375,.444,.789,.048,306,.247,935,.199,.375,18,0
19755,3222,7132,0.452,845,2308,0.366,2377,4824,0.493,1372,1715,0.8,835,2893,3728,1599,573,423,1109,1599,8661,1,2018,POR,25.6,49,33,48,34,2.60,0.00,2.60,109.1,106.4,+2.7,96.5,.240,.324,.549,.511,12.3,23.3,.192,.503,11.7,79.1,.193,Moda Center,"795,750","19,409",19755,.452,13.0,.676,.283,.155,.111,.127,.324,.493,.609,.383,.434,.418,.366,.416,.721,.039,246,.266,998,.175,.386,4,0
19855,3470,7427,0.467,904,2520,0.359,2566,4907,0.523,1558,1914,0.814,967,2968,3935,1887,546,413,1135,1669,9402,1,2019,POR,26.2,53,29,51,31,4.20,0.24,4.43,114.7,110.5,+4.2,99.1,.258,.339,.568,.528,12.1,26.6,.210,.516,11.0,77.9,.195,Moda Center,"799,345","19,496",19855,.467,13.2,.661,.329,.133,.090,.109,.339,.523,.621,.404,.454,.428,.359,.472,.749,.060,383,.273,1103,.151,.366,8,0
